Año;Mes;Lote;Residuo;Distrito;NOMBRE;Total
2023;mayo;2;ROPA;3;Retiro;1,16
2023;mayo;2;ROPA;4;Salamanca;3,23
2023;mayo;2;ROPA;5;Chamartín;10,82
2023;mayo;2;ROPA;14;Moratalaz;7,34
2023;mayo;2;ROPA;15;Ciudad Lineal;6,63
2023;mayo;2;ROPA;16;Hortaleza;8,01
2023;mayo;2;ROPA;19;Vicálvaro;5,99
2023;mayo;2;ROPA;20;San Blas - Canillejas;8,27
2023;mayo;2;ROPA;21;Barajas;6,83
2023;mayo;3;PAPEL-CARTON;2;Arganzuela;347,48
2023;mayo;3;PAPEL-CARTON;11;Carabanchel;279,16
2023;mayo;3;PAPEL-CARTON;12;Usera;157,25
2023;mayo;3;PAPEL-CARTON;13;Puente de Vallecas;233,76
2023;mayo;3;PAPEL-CARTON;17;Villaverde;163,98
2023;mayo;3;PAPEL-CARTON;18;Villa de Vallecas;161,12
2023;mayo;3;CARTON COMERCIAL;2;Arganzuela;33,52
2023;mayo;3;CARTON COMERCIAL;11;Carabanchel;31,84
2023;mayo;3;CARTON COMERCIAL;12;Usera;18,14
2023;mayo;3;CARTON COMERCIAL;13;Puente de Vallecas;24,14
2023;mayo;3;CARTON COMERCIAL;17;Villaverde;28,12
2023;mayo;3;CARTON COMERCIAL;18;Villa de Vallecas;23,16
2023;mayo;3;CLINICOS;12;Usera;163,66
2023;mayo;3;CLINICOS;13;Puente de Vallecas;37,34
2023;mayo;3;CONTENEDORES DE ROPA;2;Arganzuela;35,52
2023;mayo;3;CONTENEDORES DE ROPA;11;Carabanchel;25,19
2023;mayo;3;CONTENEDORES DE ROPA;12;Usera;14,77
2023;mayo;3;CONTENEDORES DE ROPA;13;Puente de Vallecas;14,88
2023;mayo;3;CONTENEDORES DE ROPA;17;Villaverde;17,405
2023;mayo;3;CONTENEDORES DE ROPA;18;Villa de Vallecas;12,365
2023;mayo;3;ENVASES;2;Arganzuela;505,24
2023;mayo;3;ENVASES;11;Carabanchel;1029,94
2023;mayo;3;ENVASES;12;Usera;504,52
2023;mayo;3;ENVASES;13;Puente de Vallecas;897,6
2023;mayo;3;ENVASES;17;Villaverde;477,04
2023;mayo;3;ENVASES;18;Villa de Vallecas;384,46
2023;mayo;3;ORGANICA;2;Arganzuela;836,44
2023;mayo;3;ORGANICA;11;Carabanchel;1430,26
2023;mayo;3;ORGANICA;12;Usera;801,08
2023;mayo;3;ORGANICA;13;Puente de Vallecas;1181,7
2023;mayo;3;ORGANICA;17;Villaverde;914,02
2023;mayo;3;ORGANICA;18;Villa de Vallecas;1597,48
2023;mayo;3;PUNTOS LIMPIOS;2;Arganzuela;64,26
2023;mayo;3;PUNTOS LIMPIOS;11;Carabanchel;40,88
2023;mayo;3;PUNTOS LIMPIOS;12;Usera;36,6
2023;mayo;3;PUNTOS LIMPIOS;13;Puente de Vallecas;43,7
2023;mayo;3;PUNTOS LIMPIOS;17;Villaverde;69,16
2023;mayo;3;PUNTOS LIMPIOS;18;Villa de Vallecas;61,9
2023;mayo;3;RCD;2;Arganzuela;47,95
2023;mayo;3;RCD;11;Carabanchel;23,26
2023;mayo;3;RCD;12;Usera;54,19
2023;mayo;3;RCD;13;Puente de Vallecas;32,89
2023;mayo;3;RCD;17;Villaverde;54,96
2023;mayo;3;RCD;18;Villa de Vallecas;194,83
2023;mayo;3;RESTO;2;Arganzuela;1523,7
2023;mayo;3;RESTO;11;Carabanchel;3967,7
2023;mayo;3;RESTO;12;Usera;1744,64
2023;mayo;3;RESTO;13;Puente de Vallecas;3631,68
2023;mayo;3;RESTO;17;Villaverde;2491,26
2023;mayo;3;RESTO;18;Villa de Vallecas;2483,12
2023;mayo;3;VIDRIO;2;Arganzuela;186,84
2023;mayo;3;VIDRIO;11;Carabanchel;252,52
2023;mayo;3;VIDRIO;12;Usera;98
2023;mayo;3;VIDRIO;13;Puente de Vallecas;273,8
2023;mayo;3;VIDRIO;17;Villaverde;144,62
2023;mayo;3;VIDRIO;18;Villa de Vallecas;195,62
2023;mayo;3;ANIMALES MUERTOS;99;Sin Distrito;9,6
2023;mayo;3;PILAS;99;Sin Distrito;4,213
2023;junio;1;PAPEL-CARTON;1;Centro;508,82
2023;junio;1;PAPEL-CARTON;6;Tetuán;393,64
2023;junio;1;PAPEL-CARTON;7;Chamberí;306,26
2023;junio;1;PAPEL-CARTON;8;Fuencarral - El Pardo;704,62
2023;junio;1;PAPEL-CARTON;9;Moncloa - Aravaca;298,96
2023;junio;1;PAPEL-CARTON;10;Latina;332,44
2023;junio;1;CARTON COMERCIAL;1;Centro;214,4
2023;junio;1;CARTON COMERCIAL;6;Tetuán;65,74
2023;junio;1;CARTON COMERCIAL;7;Chamberí;64,44
2023;junio;1;CARTON COMERCIAL;8;Fuencarral - El Pardo;32,18
2023;junio;1;CARTON COMERCIAL;10;Latina;35,01
2023;junio;1;CAMA DE CABALLO;9;Moncloa - Aravaca;69,795
2023;junio;1;CLINICOS;1;Centro;169,22
2023;junio;1;CLINICOS;6;Tetuán;14,12
2023;junio;1;CLINICOS;8;Fuencarral - El Pardo;320,06
2023;junio;1;CLINICOS;9;Moncloa - Aravaca;247,64
2023;junio;1;CLINICOS;10;Latina;39,2
2023;junio;1;CONTENEDORES DE ROPA;9;Moncloa - Aravaca;0,18
2023;junio;1;ENVASES;1;Centro;317,42
2023;junio;1;ENVASES;6;Tetuán;485,34
2023;junio;1;ENVASES;7;Chamberí;486,84
2023;junio;1;ENVASES;8;Fuencarral - El Pardo;757,3
2023;junio;1;ENVASES;9;Moncloa - Aravaca;489,52
2023;junio;1;ENVASES;10;Latina;722,6
2023;junio;1;ORGANICA;1;Centro;1830,26
2023;junio;1;ORGANICA;6;Tetuán;1050,38
2023;junio;1;ORGANICA;7;Chamberí;1104,96
2023;junio;1;ORGANICA;8;Fuencarral - El Pardo;1737,32
2023;junio;1;ORGANICA;9;Moncloa - Aravaca;1224,2
2023;junio;1;ORGANICA;10;Latina;1383,36
2023;junio;1;PUNTOS LIMPIOS;8;Fuencarral - El Pardo;132,32
2023;junio;1;PUNTOS LIMPIOS;9;Moncloa - Aravaca;60,34
2023;junio;1;PUNTOS LIMPIOS;10;Latina;128,18
2023;junio;1;RCD;1;Centro;140
2023;junio;1;RCD;6;Tetuán;59,01
2023;junio;1;RCD;7;Chamberí;57,765
2023;junio;1;RCD;8;Fuencarral - El Pardo;132,53
2023;junio;1;RCD;9;Moncloa - Aravaca;92,055
2023;junio;1;RCD;10;Latina;51,58
2023;junio;1;RESTO;1;Centro;3665,76
2023;junio;1;RESTO;6;Tetuán;2290,02
2023;junio;1;RESTO;7;Chamberí;1875,94
2023;junio;1;RESTO;8;Fuencarral - El Pardo;3288,16
2023;junio;1;RESTO;9;Moncloa - Aravaca;2248,58
2023;junio;1;RESTO;10;Latina;3172,74
2023;junio;1;VIDRIO;1;Centro;667,02
2023;junio;1;VIDRIO;6;Tetuán;339,72
2023;junio;1;VIDRIO;7;Chamberí;289,16
2023;junio;1;VIDRIO;8;Fuencarral - El Pardo;205,34
2023;junio;1;VIDRIO;9;Moncloa - Aravaca;384,04
2023;junio;1;VIDRIO;10;Latina;188,46
2023;junio;1;VIDRIO COMERCIAL;1;Centro;96,12
2023;junio;1;ROPA;1;Centro;16,215
2023;junio;1;ROPA;6;Tetuán;12,455
2023;junio;1;ROPA;7;Chamberí;9,85
2023;junio;1;ROPA;8;Fuencarral - El Pardo;20,055
2023;junio;1;ROPA;9;Moncloa - Aravaca;9,935
2023;junio;1;ROPA;10;Latina;8,305
2023;junio;2;PAPEL-CARTON;3;Retiro;240,46
2023;junio;2;PAPEL-CARTON;4;Salamanca;528,58
2023;junio;2;PAPEL-CARTON;5;Chamartín;309,04
2023;junio;2;PAPEL-CARTON;14;Moratalaz;202,9
2023;junio;2;PAPEL-CARTON;15;Ciudad Lineal;347,64
2023;junio;2;PAPEL-CARTON;16;Hortaleza;425,76
2023;junio;2;PAPEL-CARTON;19;Vicálvaro;83,72
2023;junio;2;PAPEL-CARTON;20;San Blas - Canillejas;258,86
2023;junio;2;PAPEL-CARTON;21;Barajas;126,88
2023;junio;2;CARTON COMERCIAL;3;Retiro;35,96
2023;junio;2;CARTON COMERCIAL;4;Salamanca;126,4
2023;junio;2;CARTON COMERCIAL;5;Chamartín;103,14
2023;junio;2;CARTON COMERCIAL;14;Moratalaz;36,66
2023;junio;2;CARTON COMERCIAL;15;Ciudad Lineal;37,22
2023;junio;2;CARTON COMERCIAL;16;Hortaleza;28,02
2023;junio;2;CARTON COMERCIAL;19;Vicálvaro;15,46
2023;junio;2;CARTON COMERCIAL;20;San Blas - Canillejas;2,98
2023;junio;2;CARTON COMERCIAL;21;Barajas;11,4
2023;junio;2;CLINICOS;3;Retiro;176,84
2023;junio;2;CLINICOS;4;Salamanca;104,46
2023;junio;2;CLINICOS;15;Ciudad Lineal;137,5
2023;junio;2;ENVASES;3;Retiro;344,3
2023;junio;2;ENVASES;4;Salamanca;505,06
2023;junio;2;ENVASES;5;Chamartín;461,4
2023;junio;2;ENVASES;14;Moratalaz;283,96
2023;junio;2;ENVASES;15;Ciudad Lineal;726,46
2023;junio;2;ENVASES;16;Hortaleza;698,32
2023;junio;2;ENVASES;19;Vicálvaro;324,52
2023;junio;2;ENVASES;20;San Blas - Canillejas;574,5
2023;junio;2;ENVASES;21;Barajas;175,6
2023;junio;2;ORGANICA;3;Retiro;932,48
2023;junio;2;ORGANICA;4;Salamanca;1512,34
2023;junio;2;ORGANICA;5;Chamartín;1261,94
2023;junio;2;ORGANICA;14;Moratalaz;503
2023;junio;2;ORGANICA;15;Ciudad Lineal;1443,46
2023;junio;2;ORGANICA;16;Hortaleza;1091,04
2023;junio;2;ORGANICA;19;Vicálvaro;166,3
2023;junio;2;ORGANICA;20;San Blas - Canillejas;878,04
2023;junio;2;ORGANICA;21;Barajas;530,48
2023;junio;2;PUNTOS LIMPIOS;3;Retiro;3,62
2023;junio;2;PUNTOS LIMPIOS;5;Chamartín;106,66
2023;junio;2;PUNTOS LIMPIOS;14;Moratalaz;49,82
2023;junio;2;PUNTOS LIMPIOS;15;Ciudad Lineal;72
2023;junio;2;PUNTOS LIMPIOS;16;Hortaleza;76,1
2023;junio;2;PUNTOS LIMPIOS;19;Vicálvaro;40,2
2023;junio;2;PUNTOS LIMPIOS;20;San Blas - Canillejas;78,84
2023;junio;2;PUNTOS LIMPIOS;21;Barajas;38,7
2023;junio;2;RCD;3;Retiro;22,16
2023;junio;2;RCD;4;Salamanca;36,46
2023;junio;2;RCD;5;Chamartín;123,286
2023;junio;2;RCD;14;Moratalaz;100,75
2023;junio;2;RCD;15;Ciudad Lineal;96,41
2023;junio;2;RCD;16;Hortaleza;74,75
2023;junio;2;RCD;19;Vicálvaro;96,2
2023;junio;2;RCD;20;San Blas - Canillejas;99,014
2023;junio;2;RCD;21;Barajas;61,86
2023;junio;2;RESTO;3;Retiro;1277,12
2023;junio;2;RESTO;4;Salamanca;1833,08
2023;junio;2;RESTO;5;Chamartín;1849,96
2023;junio;2;RESTO;14;Moratalaz;1112,76
2023;junio;2;RESTO;15;Ciudad Lineal;2747,2
2023;junio;2;RESTO;16;Hortaleza;2564,7
2023;junio;2;RESTO;19;Vicálvaro;1834,54
2023;junio;2;RESTO;20;San Blas - Canillejas;2461,76
2023;junio;2;RESTO;21;Barajas;823,78
2023;junio;2;VIDRIO;3;Retiro;296
2023;junio;2;VIDRIO;4;Salamanca;323,54
2023;junio;2;VIDRIO;5;Chamartín;310,02
2023;junio;2;VIDRIO;14;Moratalaz;252,64
2023;junio;2;VIDRIO;15;Ciudad Lineal;222,88
2023;junio;2;VIDRIO;16;Hortaleza;179,88
2023;junio;2;VIDRIO;19;Vicálvaro;146,56
2023;junio;2;VIDRIO;20;San Blas - Canillejas;177,46
2023;junio;2;VIDRIO;21;Barajas;121,34
2023;junio;2;VIDRIO COMERCIAL;4;Salamanca;101,44
2023;junio;2;ROPA;3;Retiro;6,83
2023;junio;2;ROPA;4;Salamanca;10,87
2023;junio;2;ROPA;5;Chamartín;10,7
2023;junio;2;ROPA;14;Moratalaz;9,1
2023;junio;2;ROPA;15;Ciudad Lineal;13,22
2023;junio;2;ROPA;16;Hortaleza;7,51
2023;junio;2;ROPA;19;Vicálvaro;4,52
2023;junio;2;ROPA;20;San Blas - Canillejas;6,98
2023;junio;2;ROPA;21;Barajas;5,91
2023;junio;3;PAPEL-CARTON;2;Arganzuela;355,86
2023;junio;3;PAPEL-CARTON;11;Carabanchel;295,12
2023;junio;3;PAPEL-CARTON;12;Usera;170,86
2023;junio;3;PAPEL-CARTON;13;Puente de Vallecas;249,24
2023;junio;3;PAPEL-CARTON;17;Villaverde;167,18
2023;junio;3;PAPEL-CARTON;18;Villa de Vallecas;170,66
2023;junio;3;CARTON COMERCIAL;2;Arganzuela;33
2023;junio;3;CARTON COMERCIAL;11;Carabanchel;35,32
2023;junio;3;CARTON COMERCIAL;12;Usera;18,08
2023;junio;3;CARTON COMERCIAL;13;Puente de Vallecas;25,94
2023;junio;3;CARTON COMERCIAL;17;Villaverde;31,66
2023;junio;3;CARTON COMERCIAL;18;Villa de Vallecas;27,9
2023;junio;3;CLINICOS;12;Usera;156,72
2023;junio;3;CLINICOS;13;Puente de Vallecas;35,34
2023;junio;3;ENVASES;2;Arganzuela;481,6
2023;junio;3;ENVASES;11;Carabanchel;986,58
2023;junio;3;ENVASES;12;Usera;517,46
2023;junio;3;ENVASES;13;Puente de Vallecas;920,26
2023;junio;3;ENVASES;17;Villaverde;452,84
2023;junio;3;ENVASES;18;Villa de Vallecas;381,8
2023;junio;3;ORGANICA;2;Arganzuela;797,34
2023;junio;3;ORGANICA;11;Carabanchel;1396,72
2023;junio;3;ORGANICA;12;Usera;716,64
2023;junio;3;ORGANICA;13;Puente de Vallecas;1176,68
2023;junio;3;ORGANICA;17;Villaverde;901,98
2023;junio;3;ORGANICA;18;Villa de Vallecas;1759,06
2023;junio;3;PUNTOS LIMPIOS;2;Arganzuela;66,4
2023;junio;3;PUNTOS LIMPIOS;11;Carabanchel;33,54
2023;junio;3;PUNTOS LIMPIOS;12;Usera;40,2
2023;junio;3;PUNTOS LIMPIOS;13;Puente de Vallecas;41,38
2023;junio;3;PUNTOS LIMPIOS;17;Villaverde;58,44
2023;junio;3;PUNTOS LIMPIOS;18;Villa de Vallecas;85,36
2023;junio;3;RCD;2;Arganzuela;53,86
2023;junio;3;RCD;11;Carabanchel;75,17
2023;junio;3;RCD;12;Usera;46,45
2023;junio;3;RCD;13;Puente de Vallecas;47,78
2023;junio;3;RCD;17;Villaverde;81,91
2023;junio;3;RCD;18;Villa de Vallecas;52,64
2023;junio;3;RESTO;2;Arganzuela;1660,16
2023;junio;3;RESTO;11;Carabanchel;3908,82
2023;junio;3;RESTO;12;Usera;1690,34
2023;junio;3;RESTO;13;Puente de Vallecas;3621,9
2023;junio;3;RESTO;17;Villaverde;2605,08
2023;junio;3;RESTO;18;Villa de Vallecas;2785,76
2023;junio;3;VIDRIO;2;Arganzuela;279,96
2023;junio;3;VIDRIO;11;Carabanchel;183,62
2023;junio;3;VIDRIO;12;Usera;218,16
2023;junio;3;VIDRIO;13;Puente de Vallecas;191,56
2023;junio;3;VIDRIO;17;Villaverde;173,16
2023;junio;3;VIDRIO;18;Villa de Vallecas;98,6
2023;junio;3;ANIMALES MUERTOS;99;Sin Distrito;13,02
2023;junio;3;ROPA;2;Arganzuela;13,3
2023;junio;3;ROPA;11;Carabanchel;20,61
2023;junio;3;ROPA;12;Usera;13,145
2023;junio;3;ROPA;13;Puente de Vallecas;12,16
2023;junio;3;ROPA;17;Villaverde;10,545
2023;junio;3;ROPA;18;Villa de Vallecas;9,59
