PK,NOMBRE,same_as_wikidata_museum,DESCRIPCION-ENTIDAD,HORARIO,METRO,same_as_wikidata_metro,BUS,RENFE,ACCESIBILIDAD,CONTENT-URL,DIRECCION,same_as_wikidata_direccion,NUM,DISTRITO,same_as_wikidata_distrito,LATITUD,LONGITUD,TELEFONO,EMAIL,TIPO
4923522,Centro Juvenil Tetuan Punto Joven,,"Mira la programacion mensual de cada uno de los centros juveniles, encontraras talleres, teatro, actividades, cesiones de espacios para tu musica o tus ensayos, exposiciones; ademas Wifi gratuito, oficinas de informacion juvenil y un monton de cosas interesantes.  Informacion sobre las actividades y cesion de espacios   Correo:  tetuanpuntojoven@gmail.com    Telefono: 915 347 744 Consulta la programacion aqui  Para inscribirte en la actividad que mas te guste cumplimenta y envia este formulario.","Los lunes de 13 a 21 horas. De martes a viernes de 10 a 21 horas, los sabados de 12 a 21 horas. Domingos y festivos: cerrado. Agosto: cerrado.",Cuatro Caminos,https://www.wikidata.org/entity/Q2420839,"5, 45, 66, 127, 128, 14 , C1, C2 ",Nuevos Ministerios,NOT ACCESSIBLE,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=2f9e41aee5a2a110VgnVCM1000000b205a0aRCRD,calle de Dulcinea,https://www.wikidata.org/entity/Q118639334,4,Tetuan,https://www.wikidata.org/entity/Q1773540,40.447199849232135,-3.6998771920981004,915 347 744 Movil/WhatsApp: 606 00 37 79,cj1tetuan@madrid.es,OficinasInformacionJuvenil
4535757,Centro Sefarad-Israel,https://www.wikidata.org/entity/Q111651292,"Consorcio institucional creado el 18 de diciembre de 2006, mediante a un acuerdo entre el Ministerio de Asuntos Exteriores, Union Europea y de Cooperacion, la Comunidad de Madrid y el Ayuntamiento de Madrid.",,Sol,https://www.wikidata.org/entity/Q1766008,"31, 50, 65, 148, 3.  ","Sol (lineas C3, C3a, C4 y Regional).",NO INFORMATION,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=9d50215a57131110VgnVCM2000000c205a0aRCRD,Calle Mayor,https://www.wikidata.org/entity/Q1149052,69,Centro,https://www.wikidata.org/entity/Q1763376,40.41532290628835,-3.711227065575005,913 911 002,centro@sefarad-israel.es,Consorcios
6396299,Centro Social Comunitario Josefa Amar,,,De lunes a viernes de 9:30 a 20:30 horas. Sabados de 10 a 20 horas. Domingos de 10 a 14 y de 16 a 20 horas.,Ventilla,https://www.wikidata.org/entity/Q3192875,177.,Sin Renfe,NOT ACCESSIBLE,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=edda0bb16aba6310VgnVCM1000000b205a0aRCRD,"Calle de Matilde Landa, Madrid",https://www.wikidata.org/entity/Q56121903,30,Tetuan,https://www.wikidata.org/entity/Q1773540,40.4731994125293,-3.6940812660649414,917 330 258,socitetuan@madrid.es,CentrosSocialesComunitarios
4568753,Centro Social Polivalente de Vicalvaro,,,Consultar,Sin metro,,"100, 130",Sin Renfe,ACCESSIBLE,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=59c6ca957d152110VgnVCM1000000b205a0aRCRD,Royal Avenue,https://www.wikidata.org/entity/Q7373779,12,Vicalvaro,https://www.wikidata.org/entity/Q589403,40.40249219663602,-3.6070177881676537,917 602 468 (centralita),Sin email,CentrosCulturales
56495,Centro Sociocultural  Siena (Ciudad Lineal),,,"De lunes a jueves, de 9 a 15 horas. Viernes, de 9 a 14 horas.   Julio y San Isidro, de lunes a viernes, de 9 a 14 horas.   Agosto cerrado.   Fuera de este horario el centro permanecera abierto durante la celebracion de las actividades que se programen.",Quintana,https://www.wikidata.org/entity/Q2480845,"113, 38",Sin Renfe,NOT ACCESSIBLE,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=1114c2c6e051c010VgnVCM2000000c205a0aRCRD,CALLE SIENA,,52,Ciudad Lineal,https://www.wikidata.org/entity/Q1763694,40.433168908505294,-3.651871341017642,914 039 011,cscsiena@madrid.es,CentrosCulturales
1936,Centro Sociocultural Alberto Sanchez (Puente de Vallecas),,,"Atencion al publico: lunes a viernes, de 9 a 13:45 y de 17 a 18:45 horas. Julio, de lunes a viernes de 9 a 14 horas. Agosto cerrado.  Fuera de este horario el centro permanecera abierto durante la celebracion de las actividades que se programen.",Buenos Aires,https://www.wikidata.org/entity/Q2479851,"143, 54.",Sin Renfe,ACCESSIBLE,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=20a43d0b5e71c010VgnVCM1000000b205a0aRCRD,CALLE RISCO DE PELOCHE,,14,Puente de Vallecas,https://www.wikidata.org/entity/Q2003054,40.393619022093546,-3.6556016835101834,917 570 320,cscalbertosanchez@madrid.es,CentrosCulturales
72862,Centro Sociocultural Alfonso XII (Fuencarral - El Pardo),,,"Horario del centro: de lunes a viernes, de 9 a  21:30 h.  Horario de secretaria: de lunes a viernes de 9 a 14 y de 16,30 a 20:30 h.",Sin metro,,Sin buses,Sin Renfe,ACCESSIBLE,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=b7d168540e41c010VgnVCM2000000c205a0aRCRD,"Calle de Mira el Rio, Madrid",https://www.wikidata.org/entity/Q56121016,4,Fuencarral-El Pardo,https://www.wikidata.org/entity/Q656196,40.519673311658686,-3.7779055687726535,913 762 060,ccelpardo@madrid.es,CentrosCulturales
1990,Centro Sociocultural Almirante Churruca (Latina),,Informacion general en el telefono: 91 509 05 81. Correo electronico: ccchurruca@madrid.es . Informacion sobre cursos y talleres en los siguientes enlaces:   Plataforma cursos y talleres Ayuntamiento de Madrid.  Tramites cursos y talleres Ayuntamiento de Madrid.,Horario de verano:    Desde el 1 de julio hasta el 30 de octubre el horario de apertura es de 9 a 21 horas. El centro cierra por vacaciones del 1 al 27 de agosto ambos inclusive.    Horario de apertura del centro:  Lunes a Viernes de 9 a 21:30 horas. Sabados de 9 a 13:30 horas.  Horario de atencion al publico:  Lunes a Viernes de 9 a 14 horas y de 16:30 a 18:30 horas.,Aviacion Espanola,https://www.wikidata.org/entity/Q2482246,Lineas: 17 y 34. ,Linea C 5. Estacion: Las aguilas.,ACCESSIBLE,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=76c43d0b5e71c010VgnVCM1000000b205a0aRCRD,CALLE FUENTE DEL TIRO,,72,Latina,https://www.wikidata.org/entity/Q794954,40.3829835905706,-3.7800890564106613,915 090 581 / 917 053 794,ccchurruca@madrid.es,CentrosCulturales
1974,Centro Sociocultural Aula de Aire Libre (Puente de Vallecas),,,"Atencion al publico: lunes a viernes, de 9 a 13:45 y de 17 a 18:45 horas.  Durante el mes de julio, Semana Santa y Navidad, lunes a viernes de 9 a 14 horas. Agosto cerrado.  Fuera de este horario el centro permanecera abierto durante la celebracion de las actividades que se programen.",Portazgo,https://www.wikidata.org/entity/Q2479031,"111, 24, 310",Sin Renfe,NOT ACCESSIBLE,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=314e1e79ee71c010VgnVCM1000000b205a0aRCRD,CALLE SIERRA CARBONERA,,74,Puente de Vallecas,https://www.wikidata.org/entity/Q2003054,40.39009728291889,-3.665329063724782,917 570 189 / 915 887 325 / 915 887 105,aalibrepvallecas@madrid.es,CentrosCulturales
1927,Centro Sociocultural Blasco Ibanez (Carabanchel),,,"De lunes a jueves, de 10 a 13 y de 16:30 a 18:30 horas. Viernes, de 10 a 13 horas. Julio, de lunes a viernes, de 10 a 13 horas. Agosto, festivos y fines de semana, cerrado.  Fuera de este horario el centro permanecera abierto durante la celebracion de las actividades que se programen.",Sin metro,,119,Sin Renfe,NOT ACCESSIBLE,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=fb453d0b5e71c010VgnVCM1000000b205a0aRCRD,CALLE SOLDADO JOSE MARIA REY,,44,Carabanchel,https://www.wikidata.org/entity/Q1001991,40.394959912881816,-3.732764798621339,914 280 555,ccblascoibanez@madrid.es,CentrosCulturales
1949,Centro Sociocultural Bohemios (Villaverde),,,De Secretaria:  horario de manana: de lunes a viernes de 9 a 14 horas . Horario de tarde: de lunes a jueves de 17 a 19 horas.  Durante el mes de  julio el horario sera de 9 a 14 horas.  De secretaria : Telefono 917109260 / 917100558 en el horario que ya consta. Auxiliares de informacion: Telefono 917109263.,Ciudad de los Angeles,https://www.wikidata.org/entity/Q2042482,"22 , 59 , 79 , 85 ",Sin Renfe,ACCESSIBLE,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=42753d0b5e71c010VgnVCM1000000b205a0aRCRD,CALLE LOS BOHEMIOS,,1,Villaverde,https://www.wikidata.org/entity/Q919536,40.35639654251886,-3.6940501846610894,917 109 260,ccbohemios@madrid.es,CentrosCulturales
1967,Centro Sociocultural Ciudad Lineal,,,"De lunes a viernes, de 9 a 14 horas.   Verano y San Isidro, de lunes a viernes, de 9 a 13 horas.   Fuera de este horario el centro permanecera abierto durante la celebracion de las actividades que se programen.",Sin metro,,"110, 113, 210, 15, 28",Sin Renfe,ACCESSIBLE,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=16f81e79ee71c010VgnVCM1000000b205a0aRCRD,CALLE POETA BLAS DE OTERO,,81,Ciudad Lineal,https://www.wikidata.org/entity/Q1763694,40.422850906984415,-3.651682839770605,917 817 494 / 914 058 728,cscciudadlineal@madrid.es,CentrosCulturales
10344149,Centro Sociocultural Clara Campoamor (Retiro),,"El Centro Sociocultural Clara Campoamor se encuentra en uno de los edificios de la Junta Municipal del Distrito de Retiro (el edificio mas moderno). En este edificio, ademas del Centro Sociocultural se encuentran las oficinas de Linea Madrid y los despachos de los grupos politicos de la Junta.",De 9 a 14 horas.  Fuera de este horario el centro permanecera abierto durante la celebracion de las actividades que se programen.,Pacifico,https://www.wikidata.org/entity/Q2479769,"24, 37, 54, 57, 141  ",Sin Renfe,"ACCESSIBLE,SIGN LANGUAGE,TACTILE PAVING",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=0c057ab5c83db510VgnVCM2000001f4a900aRCRD,PLAZA DAOIZ Y VELARDE,,2,Retiro,https://www.wikidata.org/entity/Q2002296,40.402190438836826,-3.6772826298329093,915 886 348,culturetiro@madrid.es,CentrosCulturales
118935,Centro Sociocultural Canovas del Castillo (Usera),,,"De lunes a viernes, de 10 a 14 y de 17 a 19 horas. Julio, de lunes a viernes, de 10 a 14 horas. Agosto cerrado.  Fuera de este horario el centro permanecera abierto durante la celebracion de las actividades que se programen.",Almendrales,https://www.wikidata.org/entity/Q543261,"6, 78, 23, 123",Sin Renfe,ACCESSIBLE,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=1087cbf06c81c010VgnVCM1000000b205a0aRCRD,CALLE JULIO AGUIRRE,,10,Usera,https://www.wikidata.org/entity/Q953368,40.38627312379031,-3.700074755609488,915 005 489,canovascastillocs@madrid.es,CentrosCulturales
1941,Centro Sociocultural Eduardo Chillida (Moratalaz),,,"De lunes a viernes, de 9 a 13:30 y de 17 a 18:30 horas. Julio, de lunes a viernes, de 9 a 13:30 horas. Agosto cerrado.  Fuera de este horario el centro permanecera abierto durante la celebracion de las actividades que se programen.",Vinateros,https://www.wikidata.org/entity/Q2479812,"71, 30, 32, 113",Sin Renfe,ACCESSIBLE,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=01963d0b5e71c010VgnVCM1000000b205a0aRCRD,CALLE ARROYO BELINCOSO,,9,Moratalaz,https://www.wikidata.org/entity/Q2076109,40.40934483353835,-3.653036718771371,913 339 141,ccechillida@madrid.es,CentrosCulturales
26904,Centro Sociocultural El Greco (Latina),,Informacion general en el telefono: 91 479 31 50. Correo electronico: ccgreco@madrid.es  Informacion sobre cursos y talleres en los siguientes enlaces:   Plataforma cursos y talleres Ayuntamiento de Madrid.  Tramites cursos y talleres Ayuntamiento de Madrid.,"Horario de verano:   Julio, agosto y septiembre de 9 a 20:30 de lunes a viernes. Del 1 al 27 de agosto el Centro se encuentra cerrado.  Horario de apertura del centro:  Lunes a Viernes de 9 a 21:30 horas. Sabados de 9 a 13:30 horas.  Horario de atencion al publico:  Lunes a Viernes de 9:30 a 14 horas y de 16:30 a 19 horas.",Lucero,https://www.wikidata.org/entity/Q957660,"Lineas: 33, 36, 39 y 65.",Sin Renfe,ACCESSIBLE,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=cae2b3e42751c010VgnVCM2000000c205a0aRCRD,CALLE EL GRECO,,29,Latina,https://www.wikidata.org/entity/Q794954,40.407316328180464,-3.747465416906973,914 793 261 / 914 793 150,ccgreco@madrid.es,CentrosCulturales
1926,Centro Sociocultural Garcia Lorca (Carabanchel),,,"De lunes a jueves, de 10 a 13 horas y de 16:30 a 18 horas. Viernes, de 10 a 13 horas.  Julio, de lunes a viernes, de 10 a 13 horas.   Agosto y festivos, cerrado.   Fuera de este horario el centro permanecera abierto durante la celebracion de las actividades que se programen.",Carabanchel Alto,https://www.wikidata.org/entity/Q2482617,"35, 47, 34, 139",Sin Renfe,ACCESSIBLE,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=e6773d0b5e71c010VgnVCM1000000b205a0aRCRD,"Calle de Eugenia de Montijo, Madrid",https://www.wikidata.org/entity/Q52833570,105,Carabanchel,https://www.wikidata.org/entity/Q1001991,40.37420290010211,-3.7510337449848636,915 110 370,ccgarcialorca@madrid.es,CentrosCulturales
1947,Centro Sociocultural Jose de Espronceda (Tetuan),,,"De lunes a jueves, de 9:30 a 13:30 y de 16:30 a 18 horas. Viernes, de 9:30 a 13:30 horas.  Julio, solo mananas.   Agosto cerrado.    Fuera de este horario el centro permanecera abierto durante la celebracion de las actividades que se programen.",Cuatro Caminos,https://www.wikidata.org/entity/Q2420839,"3, 64, 66, 124, 128, 127, F",Sin Renfe,ACCESSIBLE,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=23881e79ee71c010VgnVCM1000000b205a0aRCRD,"Calle de Almansa, Madrid",https://www.wikidata.org/entity/Q54564278,9,Tetuan,https://www.wikidata.org/entity/Q1773540,40.44864332758775,-3.704513191828797,915 536 160 / 915 536 480,cscjespronceda@madrid.es,CentrosCulturales
124354,Centro Sociocultural Juvenil de Moratalaz,,,"De lunes a viernes, de 9 a 14 y de 17 a 19 horas.  Verano, lunes a viernes, de 9 a 14 horas.  Fuera de este horario el centro permanecera abierto durante la celebracion de las actividades que se programen.",Pavones,https://www.wikidata.org/entity/Q2479437,"142, 144, 8, 20, 32, 140",Sin Renfe,ACCESSIBLE,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=bf388899fc81c010VgnVCM1000000b205a0aRCRD,"Calle de la Fuente Carrantona, Madrid",https://www.wikidata.org/entity/Q28936137,10,Moratalaz,https://www.wikidata.org/entity/Q2076109,40.39928542551079,-3.636600379403484,915 880 459,ccjmoratalaz@madrid.es,CentrosCulturales
1965,Centro Sociocultural Juvenil de Usera,,,"De lunes a viernes, de 10 a 14 y de 17 a 19 horas. Julio, de lunes a viernes, de 10 a 14 horas. Agosto cerrado.  Fuera de este horario el centro permanecera abierto durante la celebracion de las actividades que se programen.",Usera,https://www.wikidata.org/entity/Q643209,"55, 60, 23",Sin Renfe,ACCESSIBLE,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=876e1e79ee71c010VgnVCM1000000b205a0aRCRD,CALLE CUESTA,,4,Usera,https://www.wikidata.org/entity/Q953368,40.38986587050054,-3.707459143903564,913 920 541,cjusera@madrid.es,CentrosCulturales
11189796,Centro Sociocultural Las Tablas (Fuencarral - El Pardo),,,Lunes y miercoles de 9:30 a 13:30 horas Martes y jueves de 9:30 a 14:30 horas Viernes cerrado,Las Tablas,https://www.wikidata.org/entity/Q2244102,"172, 175 y 176",Sin Renfe,ACCESSIBLE,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=f766b6f6751c2710VgnVCM1000001d4a900aRCRD,AVENIDA CAMINO DE SANTIAGO,,39,Fuencarral-El Pardo,https://www.wikidata.org/entity/Q656196,40.496178544904275,-3.6742173844664605,915886883,cultufuencarral@madrid.es,CentrosCulturales
102131,Centro Sociocultural Latina,,Informacion general en el telefono: 91 509 54 70. Correo electronico: juvenlatina@madrid.es . Informacion sobre cursos y talleres en los siguientes enlaces:   Plataforma cursos y talleres Ayuntamiento de Madrid.  Tramites cursos y talleres Ayuntamiento de Madrid.,Horario de verano:       El horario de apertura del Centro Sociocultural Latina es:   Mes de julio de 9 a 21 h de lunes a viernes. Desde el 1 hasta el 27 de agosto Cierre del Centro por vacaciones. Desde el 28 de agosto al 30 de septiembre de 9 a 21 h.  Horario de apertura del centro:  Lunes a Viernes de 9 a 21:30 horas. Sabados de 9 a 13:30 horas.  Horario de atencion al publico:  Lunes a Viernes de 9 a 14 horas.,Sin metro,,Linea 155. ,Linea C 5. Estacion: Maestra Justa Freire-Polideportivo Aluche (antigua estacion de Fanjul).,ACCESSIBLE,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=a4ed8899fc81c010VgnVCM1000000b205a0aRCRD,CALLE RODRIGO DE ARANA,,50,Latina,https://www.wikidata.org/entity/Q794954,40.3796366471018,-3.7659492448759053,915 095 470 / 915 095 471,juvenlatina@madrid.es,CentrosCulturales
1961,Centro Sociocultural Luis Gonzaga (Chamartin),,,"De lunes a jueves, de 9:30 a 14 horas y de 16:30 a 18:30 horas.   Viernes, de 9:30 a 14 horas y de 16:30 a 17:30 horas.    Verano, de lunes a viernes, de 9:30 a 14 horas.   Agosto cerrado.  Fuera de este horario el centro permanecera abierto durante la celebracion de las actividades que se programen.",Cruz del Rayo,https://www.wikidata.org/entity/Q2004333,"29, 52, 1  ",Sin Renfe,ACCESSIBLE,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=ba8b3d232e91f010VgnVCM1000000b205a0aRCRD,calle del Principe de Vergara,https://www.wikidata.org/entity/Q5741020,142,Chamartin,https://www.wikidata.org/entity/Q1766348,40.44489723228663,-3.6780972922453685,915 886 596 / 915 885 219,juvenlgonzaga@madrid.es,CentrosCulturales
1909,Centro Sociocultural Maestro Alonso (Salamanca),,,"De lunes a viernes, de 9 a 14 y de 15 a 18 horas (viernes tarde de 15 a 17 horas) Verano, de lunes a viernes, de 8 a 15 horas.  Fuera de este horario el centro permanecera abierto durante la celebracion de las actividades que se programen.",Ventas,https://www.wikidata.org/entity/Q2014690,"12, 21, 53, 106, 110, 146, 210, 38  ",Sin Renfe,ACCESSIBLE,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=783f1e79ee71c010VgnVCM1000000b205a0aRCRD,"Calle del Maestro Alonso, Madrid",https://www.wikidata.org/entity/Q29914631,6,Salamanca,https://www.wikidata.org/entity/Q1773521,40.42938854032785,-3.664855511110751,917 268 800,ccmaestroalonso@tritoma.es,CentrosCulturales
170066,Centro Sociocultural Marconi (Villaverde),,,"El Centro Sociocultural Marconi estara abierto de 9:00 a 21:00 h ininterrumpidamente, de lunes a viernes, excepto en el mes de agosto que permanecera cerrado. Secretaria: de lunes a jueves de 9:30 a 13:30 y de 16:45 a 19:15 y viernes de 9:30 a 13:30 horas. Horario de Navidad:  de 9:00 a 14:00 horas, de lunes a viernes.  Durante el mes de julio el horario sera de 9:00 a 14:00 horas, de lunes a viernes.",Sin metro,,79  ,San Cristobal Industrial,ACCESSIBLE,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=6cb0085f5181c010VgnVCM1000000b205a0aRCRD,ACCESO COLONIA MARCONI,,4,Villaverde,https://www.wikidata.org/entity/Q919536,40.334751832113774,-3.700809560921597,917 100 232,ccmarconi@madrid.es,CentrosCulturales
1970,Centro Sociocultural Miguel de Cervantes (San Blas - Canillejas),,,"De lunes a viernes, de 10 a 14 horas.    Fuera de este horario el centro permanecera abierto durante la celebracion de las actividades que se programen.",Sin metro,,"48, 140, 28, 167",Sin Renfe,ACCESSIBLE,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=24be1e79ee71c010VgnVCM1000000b205a0aRCRD,CALLE ALIAGA,,5,San Blas-Canillejas,https://www.wikidata.org/entity/Q2001937,40.4366557020283,-3.6113517282299217,917 430 078,ccmcervantes@madrid.es,CentrosCulturales
5514552,Centro Sociocultural Montecarmelo (Fuencarral - El Pardo),,,"Horario del centro:  De lunes a viernes de 8:30 a 15 y de 16 a 21:30 h, Sabados 9 a 15 y de 16 a 21 h   Domingos y festivos, de 10 a 15 h   Horario secretaria talleres:  De lunes a viernes  de 9 a 14:30 horas y de 16:30 a 18:30 horas",Montecarmelo,https://www.wikidata.org/entity/Q2058996,"EMT 134 y 178. Interurbano 712, 713 y 716 ",Sin Renfe,ACCESSIBLE,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=30f2b51ae6295210VgnVCM2000000c205a0aRCRD,AVENIDA SANTUARIO DE VALVERDE,,114,Fuencarral-El Pardo,https://www.wikidata.org/entity/Q656196,40.51635495615339,-3.685946562681175,917 364 151 / 917 364 329,ccmontecarmelo@madrid.es,CentrosCulturales
1964,Centro Sociocultural Oporto (Carabanchel),,,"De lunes a jueves, mananas, de 10 a 13 y de 16:30 a 18:30 horas. Viernes, de 10 a 13 horas. Julio y agosto cerrado.  Fuera de este horario el centro permanecera abierto durante la celebracion de las actividades que se programen.",Oporto,https://www.wikidata.org/entity/Q2057416,"55, 81, 108, 118, 81, 34, 35",Sin Renfe,ACCESSIBLE,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=357a1e79ee71c010VgnVCM1000000b205a0aRCRD,AVENIDA OPORTO,,78,Carabanchel,https://www.wikidata.org/entity/Q1001991,40.38684744124125,-3.727740326743959,914 603 801,ccoporto@madrid.es,CentrosCulturales
1924,Centro Sociocultural Rafael de Leon (Fuencarral - El Pardo),,,Horario del centro: de lunes a viernes de 9 a 14 y de 16 a 21  h  Secretaria Talleres: de lunes a jueves de 9 a 14:30 y de 16:30 a 19:30 h.   viernes de 9 a 13:30 y de 16 a 18 h.,Avenida de la Ilustracion,https://www.wikidata.org/entity/Q2482086,"49 , 64 , 67 , 83 , 133",Sin Renfe,ACCESSIBLE,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=7e0b1e79ee71c010VgnVCM1000000b205a0aRCRD,CALLE ISLA DE ONS,,14,Fuencarral-El Pardo,https://www.wikidata.org/entity/Q656196,40.48025613358832,-3.7214686777952974,917 310 350,ccrleon@madrid.es,CentrosCulturales
43311,Centro Sociocultural Rosario de Acuna (Latina),,Informacion general en el telefono: 91 464 93 04. Correo electronico: cccalasanz@madrid.es . Informacion sobre cursos y talleres en los siguientes enlaces:   Plataforma cursos y talleres Ayuntamiento de Madrid.  Tramites cursos y talleres Ayuntamiento de Madrid.,Horario de verano:     De julio a septiembre es de 9 a 21 h. de lunes a viernes.    Salas de lectura abiertas de 9:30 a 20:30. h.   Horarios de apertura del centro:  Lunes a Viernes de 9:30 a 21 horas. Sabados de 10 a 13 horas.  Horario de atencion al publico:  Lunes a Viernes de 10 a 13 horas.,Alto de Extremadura,https://www.wikidata.org/entity/Q2482103,Lineas: 119 y 138.,Sin Renfe,ACCESSIBLE,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=2bae598d1351c010VgnVCM1000000b205a0aRCRD,CALLE MARIA DEL CARMEN,,65,Latina,https://www.wikidata.org/entity/Q794954,40.40647389284976,-3.7327010920242043,914 649 304,ccrosarioacuna@madrid.es,CentrosCulturales
1950,Centro Sociocultural San Cristobal de los angeles (Villaverde),,,"El Centro Sociocultural San Cristobal estara abierto de 9:00 a 21:00 h ininterrumpidamente, de lunes a viernes, excepto en el mes de agosto que permanecera cerrado para el publico. Solamente estara abierto para la actividad de `Viva el verano&amp;acute;. Horario de atencion al publico, de lunes a jueves de 9:00 a 13:00  h y de 16:00 a 18:00  h y viernes de 9:00 a 13:00 horas. Horario de Navidad:  de 9:00 a 13:00 horas, de lunes a viernes. Durante el mes de julio solamente estara atendido por Auxiliares de informacion.",San Cristobal,https://www.wikidata.org/entity/Q2056478,"59, 79,",Sin Renfe,ACCESSIBLE,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=7f4a79262ef5d010VgnVCM1000000b205a0aRCRD,PLAZA PINAZO,,9,Villaverde,https://www.wikidata.org/entity/Q919536,40.34233618931469,-3.6905504735084342,917 100 692 / 917 100 413,ccscangeles@madrid.es,CentrosCulturales
1935,Centro Sociocultural San Fermin (Usera),,,"De lunes a viernes, de 10 a 14 y de 16 a 19 horas. Julio, de lunes a viernes, de 9 a 16 horas.  Fuera de este horario el centro permanecera abierto durante la celebracion de las actividades que se programen.",San Fermin-Orcasur,https://www.wikidata.org/entity/Q2057787,"23, 78, 123",Sin Renfe,ACCESSIBLE,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=1b5b1e79ee71c010VgnVCM1000000b205a0aRCRD,Calle de la Estafeta,,33,Usera,https://www.wikidata.org/entity/Q953368,40.371654294908154,-3.692056897625109,917 920 111,ccsanfermin@madrid.es,CentrosCulturales
