PK,NOMBRE,DESCRIPCION-ENTIDAD,HORARIO,TRANSPORTE,ACCESIBILIDAD,CONTENT-URL,DIRECCION,NUM,DISTRITO,LATITUD,LONGITUD,TELEFONO,EMAIL,TIPO
4568753,Centro Social Polivalente de Vicálvaro,,Consultar,"Bus: 100, 130",ACCESSIBLE,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=59c6ca957d152110VgnVCM1000000b205a0aRCRD,AVENIDA_REAL,12,VICALVARO,40.40249219663602,-3.6070177881676537,917 602 468 (centralita),,CentrosCulturales
56495,Centro Sociocultural  Siena (Ciudad Lineal),,"De lunes a jueves, de 9 a 15 horas. Viernes, de 9 a 14 horas.   Julio y San Isidro, de lunes a viernes, de 9 a 14 horas.   Agosto cerrado.   Fuera de este horario el centro permanecerá abierto durante la celebración de las actividades que se programen.","Metro: Quintana (línea 5)   Bus: 113, 38",NOT_ACCESSIBLE,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=1114c2c6e051c010VgnVCM2000000c205a0aRCRD,CALLE_SIENA,52,CIUDAD_LINEAL,40.433168908505294,-3.651871341017642,914 039 011,cscsiena@madrid.es,CentrosCulturales
1936,Centro Sociocultural Alberto Sánchez (Puente de Vallecas),Consulte normas de acceso a los teatros en información relacionada.,"Atención al público: lunes a viernes, de 9 a 13:45 y de 17 a 18:45 horas. Julio, de lunes a viernes de 9 a 14 horas. Agosto cerrado.  Fuera de este horario el centro permanecerá abierto durante la celebración de las actividades que se programen.","Metro: Buenos Aires (línea 1), Portazgo (línea 1).  Bus: 143, 54.",ACCESSIBLE,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=20a43d0b5e71c010VgnVCM1000000b205a0aRCRD,CALLE_RISCO DE PELOCHE,14,PUENTE_DE_VALLECAS,40.393619022093546,-3.6556016835101834,917 570 320,cscalbertosanchez@madrid.es,CentrosCulturales
72862,Centro Sociocultural Alfonso XII (Fuencarral - El Pardo),,"Horario del centro: de lunes a viernes, de 9 a  21:30 h.  Horario de secretaría: de lunes a viernes de 9 a 14 y de 16,30 a 20:30 h.",,ACCESSIBLE,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=b7d168540e41c010VgnVCM2000000c205a0aRCRD,CALLE_MIRA EL RIO,4,FUENCARRAL-EL_PARDO,40.519673311658686,-3.7779055687726535,913 762 060,ccelpardo@madrid.es,CentrosCulturales
1990,Centro Sociocultural Almirante Churruca (Latina),Información general en el teléfono: 91 509 05 81. Correo electrónico: ccchurruca@madrid.es . Información sobre cursos y talleres en los siguientes enlaces:   Plataforma cursos y talleres Ayuntamiento de Madrid.  Trámites cursos y talleres Ayuntamiento de Madrid.,Horario de verano:    Desde el 1 de julio hasta el 30 de octubre el horario de apertura es de 9 a 21 horas. El centro cierra por vacaciones del 1 al 27 de agosto ambos inclusive.    Horario de apertura del centro:  Lunes a Viernes de 9 a 21:30 horas. Sábados de 9 a 13:30 horas.  Horario de atención al público:  Lunes a Viernes de 9 a 14 horas y de 16:30 a 18:30 horas.,Metro de Madrid. Línea 10. Estación: Aviación Española. Autobuses de la EMT. Líneas: 17 y 34. Cercanías RENFE. Línea C 5. Estación: Las Águilas.,ACCESSIBLE,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=76c43d0b5e71c010VgnVCM1000000b205a0aRCRD,CALLE_FUENTE DEL TIRO,72,LATINA,40.3829835905706,-3.7800890564106613,915 090 581 / 917 053 794,ccchurruca@madrid.es,CentrosCulturales
1974,Centro Sociocultural Aula de Aire Libre (Puente de Vallecas),,"Atención al público: lunes a viernes, de 9 a 13:45 y de 17 a 18:45 horas.  Durante el mes de julio, Semana Santa y Navidad, lunes a viernes de 9 a 14 horas. Agosto cerrado.  Fuera de este horario el centro permanecerá abierto durante la celebración de las actividades que se programen.","Metro: Portazgo (línea 1)  Bus: 111, 24, 310",NOT_ACCESSIBLE,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=314e1e79ee71c010VgnVCM1000000b205a0aRCRD,CALLE_SIERRA CARBONERA,74,PUENTE_DE_VALLECAS,40.39009728291889,-3.665329063724782,917 570 189 / 915 887 325 / 915 887 105,aalibrepvallecas@madrid.es,CentrosCulturales
1927,Centro Sociocultural Blasco Ibáñez (Carabanchel),,"De lunes a jueves, de 10 a 13 y de 16:30 a 18:30 horas. Viernes, de 10 a 13 horas. Julio, de lunes a viernes, de 10 a 13 horas. Agosto, festivos y fines de semana, cerrado.  Fuera de este horario el centro permanecerá abierto durante la celebración de las actividades que se programen.",Bus: 119,NOT_ACCESSIBLE,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=fb453d0b5e71c010VgnVCM1000000b205a0aRCRD,CALLE_SOLDADO JOSE MARIA REY,44,CARABANCHEL,40.394959912881816,-3.732764798621339,914 280 555,ccblascoibanez@madrid.es,CentrosCulturales
1949,Centro Sociocultural Bohemios (Villaverde),,De Secretaría:  horario de mañana: de lunes a viernes de 9 a 14 horas . Horario de tarde: de lunes a jueves de 17 a 19 horas.  Durante el mes de  julio el horario será de 9 a 14 horas.  De secretaría : Teléfono 917109260 / 917100558 en el horario que ya consta. Auxiliares de información: Teléfono 917109263.,"Bus: 22 , 59 , 79 , 85 Metro: Línea 3 Ciudad de los Ángeles",ACCESSIBLE,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=42753d0b5e71c010VgnVCM1000000b205a0aRCRD,CALLE_LOS BOHEMIOS,1,VILLAVERDE,40.35639654251886,-3.6940501846610894,917 109 260,ccbohemios@madrid.es,CentrosCulturales
1967,Centro Sociocultural Ciudad Lineal,,"De lunes a viernes, de 9 a 14 horas.   Verano y San Isidro, de lunes a viernes, de 9 a 13 horas.   Fuera de este horario el centro permanecerá abierto durante la celebración de las actividades que se programen.","Bus: 110, 113, 210, 15, 28",ACCESSIBLE,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=16f81e79ee71c010VgnVCM1000000b205a0aRCRD,CALLE_POETA BLAS DE OTERO,81,CIUDAD_LINEAL,40.422850906984415,-3.651682839770605,917 817 494 / 914 058 728,cscciudadlineal@madrid.es,CentrosCulturales
10344149,Centro Sociocultural Clara Campoamor (Retiro),"El Centro Sociocultural Clara Campoamor se encuentra en uno de los edificios de la Junta Municipal del Distrito de Retiro (el edificio más moderno). En este edificio, además del Centro Sociocultural se encuentran las oficinas de Línea Madrid y los despachos de los grupos políticos de la Junta.",De 9 a 14 horas.  Fuera de este horario el centro permanecerá abierto durante la celebración de las actividades que se programen.,"Metro: Pacífico (línea 1 y 6)  Bus: 24, 37, 54, 57, 141  Bicimad: Estación 178 (calle León Gil de Palacio, 3)  Aparcamiento: Daoíz y Velarde (23), avenida Ciudad de Barcelona ( calle Alberche y calle Téllez)","ACCESSIBLE,SIGN_LANGUAGE,TACTILE_PAVING",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=0c057ab5c83db510VgnVCM2000001f4a900aRCRD,PLAZA_DAOIZ Y VELARDE,2,RETIRO,40.402190438836826,-3.6772826298329093,915 886 348,culturetiro@madrid.es,CentrosCulturales
118935,Centro Sociocultural Cánovas del Castillo (Usera),,"De lunes a viernes, de 10 a 14 y de 17 a 19 horas. Julio, de lunes a viernes, de 10 a 14 horas. Agosto cerrado.  Fuera de este horario el centro permanecerá abierto durante la celebración de las actividades que se programen.","Metro: Almendrales (línea 3)  Bus: 6, 78, 23, 123",ACCESSIBLE,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=1087cbf06c81c010VgnVCM1000000b205a0aRCRD,CALLE_JULIO AGUIRRE,10,USERA,40.38627312379031,-3.700074755609488,915 005 489,canovascastillocs@madrid.es,CentrosCulturales
1941,Centro Sociocultural Eduardo Chillida (Moratalaz),,"De lunes a viernes, de 9 a 13:30 y de 17 a 18:30 horas. Julio, de lunes a viernes, de 9 a 13:30 horas. Agosto cerrado.  Fuera de este horario el centro permanecerá abierto durante la celebración de las actividades que se programen.","Metro: Vinateros (línea 9)  Bus: 71, 30, 32, 113",ACCESSIBLE,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=01963d0b5e71c010VgnVCM1000000b205a0aRCRD,CALLE_ARROYO BELINCOSO,9,MORATALAZ,40.40934483353835,-3.653036718771371,913 339 141,ccechillida@madrid.es,CentrosCulturales
26904,Centro Sociocultural El Greco (Latina),Información general en el teléfono: 91 479 31 50. Correo electrónico: ccgreco@madrid.es  Información sobre cursos y talleres en los siguientes enlaces:   Plataforma cursos y talleres Ayuntamiento de Madrid.  Trámites cursos y talleres Ayuntamiento de Madrid.,"Horario de verano:   Julio, agosto y septiembre de 9 a 20:30 de lunes a viernes. Del 1 al 27 de agosto el Centro se encuentra cerrado.  Horario de apertura del centro:  Lunes a Viernes de 9 a 21:30 horas. Sábados de 9 a 13:30 horas.  Horario de atención al público:  Lunes a Viernes de 9:30 a 14 horas y de 16:30 a 19 horas.","Metro de Madrid. Línea 6, estación Lucero y línea 10, estación Batán. Autobuses de la EMT. Líneas: 33, 36, 39 y 65.",ACCESSIBLE,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=cae2b3e42751c010VgnVCM2000000c205a0aRCRD,CALLE_EL GRECO,29,LATINA,40.407316328180464,-3.747465416906973,914 793 261 / 914 793 150,ccgreco@madrid.es,CentrosCulturales
1926,Centro Sociocultural García Lorca (Carabanchel),,"De lunes a jueves, de 10 a 13 horas y de 16:30 a 18 horas. Viernes, de 10 a 13 horas.  Julio, de lunes a viernes, de 10 a 13 horas.   Agosto y festivos, cerrado.   Fuera de este horario el centro permanecerá abierto durante la celebración de las actividades que se programen.","Metro: Carabanchel Alto (línea 11)  Bus: 35, 47, 34, 139",ACCESSIBLE,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=e6773d0b5e71c010VgnVCM1000000b205a0aRCRD,CALLE_EUGENIA DE MONTIJO,105,CARABANCHEL,40.37420290010211,-3.7510337449848636,915 110 370,ccgarcialorca@madrid.es,CentrosCulturales
1947,Centro Sociocultural José de Espronceda (Tetuán),,"De lunes a jueves, de 9:30 a 13:30 y de 16:30 a 18 horas. Viernes, de 9:30 a 13:30 horas.  Julio, solo mañanas.   Agosto cerrado.    Fuera de este horario el centro permanecerá abierto durante la celebración de las actividades que se programen.","Metro: Cuatro Caminos (líneas 1, 2, 6)  Bus: 3, 64, 66, 124, 128, 127, F",ACCESSIBLE,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=23881e79ee71c010VgnVCM1000000b205a0aRCRD,CALLE_ALMANSA,9,TETUAN,40.44864332758775,-3.704513191828797,915 536 160 / 915 536 480,cscjespronceda@madrid.es,CentrosCulturales
124354,Centro Sociocultural Juvenil de Moratalaz,,"De lunes a viernes, de 9 a 14 y de 17 a 19 horas.  Verano, lunes a viernes, de 9 a 14 horas.  Fuera de este horario el centro permanecerá abierto durante la celebración de las actividades que se programen.","Metro: Pavones (línea 9)  Bus: 142, 144, 8, 20, 32, 140",ACCESSIBLE,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=bf388899fc81c010VgnVCM1000000b205a0aRCRD,CALLE_FUENTE CARRANTONA,10,MORATALAZ,40.39928542551079,-3.636600379403484,915 880 459,ccjmoratalaz@madrid.es,CentrosCulturales
1965,Centro Sociocultural Juvenil de Usera,,"De lunes a viernes, de 10 a 14 y de 17 a 19 horas. Julio, de lunes a viernes, de 10 a 14 horas. Agosto cerrado.  Fuera de este horario el centro permanecerá abierto durante la celebración de las actividades que se programen.","Metro: Usera (línea 6)  Bus: 55, 60, 23",ACCESSIBLE,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=876e1e79ee71c010VgnVCM1000000b205a0aRCRD,CALLE_CUESTA,4,USERA,40.38986587050054,-3.707459143903564,913 920 541,cjusera@madrid.es,CentrosCulturales
11189796,Centro Sociocultural Las Tablas (Fuencarral - El Pardo),Teléfono 915 886 883 Correo electrónico cultufuencarral@madrid.es,Lunes y miércoles de 9:30 a 13:30 horas Martes y jueves de 9:30 a 14:30 horas Viernes cerrado,"Metro Las Tablas Línea 10 (L10) Autobuses 172, 175 y 176",ACCESSIBLE,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=f766b6f6751c2710VgnVCM1000001d4a900aRCRD,AVENIDA_CAMINO DE SANTIAGO,39,FUENCARRAL-EL_PARDO,40.496178544904275,-3.6742173844664605,915886883,cultufuencarral@madrid.es,CentrosCulturales
102131,Centro Sociocultural Latina,Información general en el teléfono: 91 509 54 70. Correo electrónico: juvenlatina@madrid.es . Información sobre cursos y talleres en los siguientes enlaces:   Plataforma cursos y talleres Ayuntamiento de Madrid.  Trámites cursos y talleres Ayuntamiento de Madrid. En la misma sede:   Sala de Estudio Latina.,Horario de verano:       El horario de apertura del Centro Sociocultural Latina es:   Mes de julio de 9 a 21 h de lunes a viernes. Desde el 1 hasta el 27 de agosto Cierre del Centro por vacaciones. Desde el 28 de agosto al 30 de septiembre de 9 a 21 h.  Horario de apertura del centro:  Lunes a Viernes de 9 a 21:30 horas. Sábados de 9 a 13:30 horas.  Horario de atención al público:  Lunes a Viernes de 9 a 14 horas.,Autobuses EMT. Línea 155. Cercanías RENFE. Línea C 5. Estación: Maestra Justa Freire-Polideportivo Aluche (antigua estación de Fanjul).,ACCESSIBLE,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=a4ed8899fc81c010VgnVCM1000000b205a0aRCRD,CALLE_RODRIGO DE ARANA,50,LATINA,40.3796366471018,-3.7659492448759053,915 095 470 / 915 095 471,juvenlatina@madrid.es,CentrosCulturales
1961,Centro Sociocultural Luis Gonzaga (Chamartín),,"De lunes a jueves, de 9:30 a 14 horas y de 16:30 a 18:30 horas.   Viernes, de 9:30 a 14 horas y de 16:30 a 17:30 horas.    Verano, de lunes a viernes, de 9:30 a 14 horas.   Agosto cerrado.  Fuera de este horario el centro permanecerá abierto durante la celebración de las actividades que se programen.","Metro: Cruz del Rayo (línea 9)  Bus: 29, 52, 1  Bicimad: Estación 146 (calle María Francisca, 1)",ACCESSIBLE,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=ba8b3d232e91f010VgnVCM1000000b205a0aRCRD,CALLE_PRINCIPE DE VERGARA,142,CHAMARTIN,40.44489723228663,-3.6780972922453685,915 886 596 / 915 885 219,juvenlgonzaga@madrid.es,CentrosCulturales
1909,Centro Sociocultural Maestro Alonso (Salamanca),,"De lunes a viernes, de 9 a 14 y de 15 a 18 horas (viernes tarde de 15 a 17 horas) Verano, de lunes a viernes, de 8 a 15 horas.  Fuera de este horario el centro permanecerá abierto durante la celebración de las actividades que se programen.","Metro: Ventas (líneas 2, 5)  Bus: 12, 21, 53, 106, 110, 146, 210, 38  Bicimad: Estación 187 (calle Alejandro González, 1)",ACCESSIBLE,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=783f1e79ee71c010VgnVCM1000000b205a0aRCRD,CALLE_MAESTRO ALONSO,6,SALAMANCA,40.42938854032785,-3.664855511110751,917 268 800,ccmaestroalonso@tritoma.es,CentrosCulturales
170066,Centro Sociocultural Marconi (Villaverde),,"El Centro Sociocultural Marconi estará abierto de 9:00 a 21:00 h ininterrumpidamente, de lunes a viernes, excepto en el mes de agosto que permanecerá cerrado. Secretaría: de lunes a jueves de 9:30 a 13:30 y de 16:45 a 19:15 y viernes de 9:30 a 13:30 horas. Horario de Navidad:  de 9:00 a 14:00 horas, de lunes a viernes.  Durante el mes de julio el horario será de 9:00 a 14:00 horas, de lunes a viernes.",Bus: 79  Renfe: San Cristóbal Industrial,ACCESSIBLE,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=6cb0085f5181c010VgnVCM1000000b205a0aRCRD,ACCESO_COLONIA MARCONI,4,VILLAVERDE,40.334751832113774,-3.700809560921597,917 100 232,ccmarconi@madrid.es,CentrosCulturales
1970,Centro Sociocultural Miguel de Cervantes (San Blas - Canillejas),,"De lunes a viernes, de 10 a 14 horas.    Fuera de este horario el centro permanecerá abierto durante la celebración de las actividades que se programen.","Bus: 48, 140, 28, 167",ACCESSIBLE,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=24be1e79ee71c010VgnVCM1000000b205a0aRCRD,CALLE_ALIAGA,5,SAN_BLAS-CANILLEJAS,40.4366557020283,-3.6113517282299217,917 430 078,ccmcervantes@madrid.es,CentrosCulturales
5514552,Centro Sociocultural Montecarmelo (Fuencarral - El Pardo),Sala de exposiciones Salón de Actos Sala de lectura y estudio Centro de Interpretación de la Naturaleza Wi-Fi público,"Horario del centro:  De lunes a viernes de 8:30 a 15 y de 16 a 21:30 h, Sábados 9 a 15 y de 16 a 21 h   Domingos y festivos, de 10 a 15 h   Horario secretaría talleres:  De lunes a viernes  de 9 a 14:30 horas y de 16:30 a 18:30 horas","Bus: EMT 134 y 178. Interurbano 712, 713 y 716 Metro L10 montecarmelo (20 minutos a pie)",ACCESSIBLE,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=30f2b51ae6295210VgnVCM2000000c205a0aRCRD,Avenida_Santuario de Valverde,114,FUENCARRAL-EL_PARDO,40.51635495615339,-3.685946562681175,917 364 151 / 917 364 329,ccmontecarmelo@madrid.es,CentrosCulturales
1964,Centro Sociocultural Oporto (Carabanchel),,"De lunes a jueves, mañanas, de 10 a 13 y de 16:30 a 18:30 horas. Viernes, de 10 a 13 horas. Julio y agosto cerrado.  Fuera de este horario el centro permanecerá abierto durante la celebración de las actividades que se programen.","Metro: Oporto (líneas 5, 6) , Opañel (línea 6)  Bus: 55, 81, 108, 118, 81, 34, 35",ACCESSIBLE,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=357a1e79ee71c010VgnVCM1000000b205a0aRCRD,AVENIDA_OPORTO,78,CARABANCHEL,40.38684744124125,-3.727740326743959,914 603 801,ccoporto@madrid.es,CentrosCulturales
1924,Centro Sociocultural Rafael de León (Fuencarral - El Pardo),Teléfono de secretaría 917 310 351,Horario del centro: de lunes a viernes de 9 a 14 y de 16 a 21  h  Secretaría Talleres: de lunes a jueves de 9 a 14:30 y de 16:30 a 19:30 h.   viernes de 9 a 13:30 y de 16 a 18 h.,"Metro: Avenida de la Ilustración (línea 7) Bus: 49 , 64 , 67 , 83 , 133",ACCESSIBLE,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=7e0b1e79ee71c010VgnVCM1000000b205a0aRCRD,CALLE_ISLA DE ONS,14,FUENCARRAL-EL_PARDO,40.48025613358832,-3.7214686777952974,917 310 350,ccrleon@madrid.es,CentrosCulturales
43311,Centro Sociocultural Rosario de Acuña (Latina),Información general en el teléfono: 91 464 93 04. Correo electrónico: cccalasanz@madrid.es . Información sobre cursos y talleres en los siguientes enlaces:   Plataforma cursos y talleres Ayuntamiento de Madrid.  Trámites cursos y talleres Ayuntamiento de Madrid. En la misma sede están ubicadas las salas de estudio 'Escritor Pedro de Répide' y 'Arquitecto Juan de Herrera' con 16 puestos de lectura cada una.,Horario de verano:     De julio a septiembre es de 9 a 21 h. de lunes a viernes.    Salas de lectura abiertas de 9:30 a 20:30. h.   Horarios de apertura del centro:  Lunes a Viernes de 9:30 a 21 horas. Sábados de 10 a 13 horas.  Horario de atención al público:  Lunes a Viernes de 10 a 13 horas.,Metro de Madrid. Línea 6. Estación: Alto de Extremadura. Autobuses de la EMT. Líneas: 119 y 138.,ACCESSIBLE,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=2bae598d1351c010VgnVCM1000000b205a0aRCRD,CALLE_MARIA DEL CARMEN,65,LATINA,40.40647389284976,-3.7327010920242043,914 649 304,ccrosarioacuna@madrid.es,CentrosCulturales
1950,Centro Sociocultural San Cristóbal de los Ángeles (Villaverde),,"El Centro Sociocultural San Cristóbal estará abierto de 9:00 a 21:00 h ininterrumpidamente, de lunes a viernes, excepto en el mes de agosto que permanecerá cerrado para el público. Solamente estará abierto para la actividad de `Viva el verano&amp;acute;. Horario de atención al público, de lunes a jueves de 9:00 a 13:00  h y de 16:00 a 18:00  h y viernes de 9:00 a 13:00 horas. Horario de Navidad:  de 9:00 a 13:00 horas, de lunes a viernes. Durante el mes de julio solamente estará atendido por Auxiliares de información.","Metro: San Cristóbal (línea 3) Bus: 59, 79,",ACCESSIBLE,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=7f4a79262ef5d010VgnVCM1000000b205a0aRCRD,PLAZA_PINAZO,9,VILLAVERDE,40.34233618931469,-3.6905504735084342,917 100 692 / 917 100 413,ccscangeles@madrid.es,CentrosCulturales
1935,Centro Sociocultural San Fermín (Usera),,"De lunes a viernes, de 10 a 14 y de 16 a 19 horas. Julio, de lunes a viernes, de 9 a 16 horas.  Fuera de este horario el centro permanecerá abierto durante la celebración de las actividades que se programen.","Metro: San Fermín - Orcasur (línea 3)  Bus: 23, 78, 123",ACCESSIBLE,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=1b5b1e79ee71c010VgnVCM1000000b205a0aRCRD,CALLE_ESTAFETA,33,USERA,40.371654294908154,-3.692056897625109,917 920 111,ccsanfermin@madrid.es,CentrosCulturales
117716,Centro Sociocultural Santa Petronila (Villaverde),En la misma sede se encuentra la Oficina de información juvenil y el Espacio de Igualdad Clara Campoamor.,"El Centro Sociocultural Santa Petronila estará abierto de 9:00 a 21:30 h ininterrumpidamente, de lunes a viernes, y los sábados de 9:30 a 13:00. Agosto permanece cerrado. Horario de atención al publico, secretaría:  lunes a viernes de 9:30 a 14:00 h y de lunes a jueves de 16 a 18 horas. Durante el mes de julio el horario será de 9:00 a 14:00 horas, de lunes a viernes. Teléfonos de atención al público; Información General: 917 791 204 ó ccspetronila@madrid.es Administración: 917 100 309 y 917 109 228","Metro: Villaverde Bajo Cruce (línea 3) Bus: 59 , 79 , 85 , 123 Renfe: Villaverde Bajo",ACCESSIBLE,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=03f7cbf06c81c010VgnVCM1000000b205a0aRCRD,CALLE_MARIA MARTINEZ OVIOL,12,VILLAVERDE,40.35087114162283,-3.691508909255186,917 791 204,ccspetronila@madrid.es,CentrosCulturales
1937,Centro Sociocultural Talleres de Creatividad (Puente de Vallecas),,"De lunes a viernes, de 9 a 13:45 y de 17 a 18:45 horas. Julio, de lunes a viernes, de 9 a 14 horas. Agosto cerrado.   Fuera de este horario el centro permanecerá abierto durante la celebración de las actividades que se programen.","Metro: Nueva Numancia, Portazgo (línea 1)  Bus: 111, 24, 310",NOT_ACCESSIBLE,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=b7ab1e79ee71c010VgnVCM1000000b205a0aRCRD,CALLE_SIERRA CARBONERA,74,PUENTE_DE_VALLECAS,40.39010138870244,-3.6653235716960015,917 570 189 / 917 570 240,ctcepvallecas@madrid.es,CentrosCulturales
1971,Centro Sociocultural Teresa de Calcuta (Barajas),,"De lunes a viernes, de 9 a 14 y de 15 a 17 horas.  Fuera de este horario el centro permanecerá abierto durante la celebración de las actividades que se programen.","Metro: Alameda de Osuna (línea 5)  Bus: 112, 114, 115, 166, 151, 101",ACCESSIBLE,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=f50e1e79ee71c010VgnVCM1000000b205a0aRCRD,PLAZA_NAVIO,4,BARAJAS,40.455320740232835,-3.5876301858469386,913 295 920,ccteresacalcuta@madrid.es,CentrosCulturales
1948,Centro Sociocultural Tetuán,"Entradas para los espectáculos, se entregarán de forma presencial:   Para espectáculos de lunes a viernes: se entregarán desde el día antes y hasta el comienzo del espectáculo en el horario 10:00 a 13:30 horas y 16:30 a 18:00 horas.   Para los espectáculos en fin de semana, se entregarán los jueves y viernes anteriores a la función en horario de 10:00 a 13:30 y 16:30 a 18:00 y 1 hora antes el día del espectáculo.   Más información en el propio Centro.   Uso obligatorio de mascarilla","De lunes a jueves, de 9:30 a 13:30 y de 16:30 a 18 horas. Viernes de 9:30 a 13:30 horas. Julio, solo mañanas. Agosto cerrado.   Fuera de este horario el centro permanecerá abierto durante la celebración de las actividades que se programen.","Metro: Tetuán (línea 1)  Bus: 66, 124",ACCESSIBLE,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=0ecb1e79ee71c010VgnVCM1000000b205a0aRCRD,CALLE_BRAVO MURILLO,251,TETUAN,40.45907909580629,-3.7002532146213043,915 790 851,csctetuan@madrid.es,CentrosCulturales
1923,Centro Sociocultural Valle Inclán (Fuencarral - El Pardo),Teléfono de secretaría 913 230 805,Centro: de lunes a viernes de 9 a 14 y de 16 a 21 h  Secretaría Talleres: de lunes a viernes de 9 a 13:30 y de 16 a 18.,"Bus: 67 , 132",ACCESSIBLE,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=aa1c1e79ee71c010VgnVCM1000000b205a0aRCRD,CALLE_ARZOBISPO MORCILLO,7,FUENCARRAL-EL_PARDO,40.48106787416528,-3.6933504628706095,913 230 805,ccvalleinclan@madrid.es,CentrosCulturales
