PK;NOMBRE;DESCRIPCION-ENTIDAD;HORARIO;EQUIPAMIENTO;TRANSPORTE;DESCRIPCION;ACCESIBILIDAD;CONTENT-URL;NOMBRE-VIA;CLASE-VIAL;TIPO-NUM;NUM;PLANTA;PUERTA;ESCALERAS;ORIENTACION;LOCALIDAD;PROVINCIA;CODIGO-POSTAL;COD-BARRIO;BARRIO;COD-DISTRITO;DISTRITO;COORDENADA-X;COORDENADA-Y;LATITUD;LONGITUD;TELEFONO;FAX;EMAIL;TIPO;
10511854;"Teatro Estudio 2 Manuel Galiana";"";"";"";"Metro: Embajadores (línea 3), Acacias (línea 5).  Bus: 148, 60, 78, 116, 118, 119, 34, 36.  Cercanías Renfe: Embajadores (línea C5).  Bicimad: Estaciones 47 (glorieta de Embajadores, 6), 48 (glorieta de Embajadores, 2).";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=0e1afca35ccee510VgnVCM2000001f4a900aRCRD";"MORATINES";"CALLE";"V";"11";"";"";"";"";"MADRID";"MADRID";"28005";"2";"ACACIAS";"2";"ARGANZUELA";"440374";"4472749";"40.40322240916376";"-3.702664395307727";"639 169 158";"";"cuentame@martesteatro.com";"/contenido/entidadesYorganismos/Teatros"; 
2181;"Teatro Fígaro - Adolfo Marsillach";"";"";"";"Metro: Tirso de Molina (línea 1), Sol (líneas 1, 2 y 3).  Bus: 002, M1, 26, 32, 6, 65, 50.  Cercanías Renfe: Sol (líenas C3, C4, C4a y Regional).  Bicimad: Estaciones 34 (plaza de Jacinto Benavente).  Aparcamientos: Plaza Jacinto Benavente (15), Garaje Centro (68) calle Relatores, 11.";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=715c8c7c0f91f010VgnVCM1000000b205a0aRCRD";"DOCTOR CORTEZO";"CALLE";"V";"5";"";"";"";"";"MADRID";"MADRID";"28012";"2";"EMBAJADORES";"1";"CENTRO";"440298";"4473886";"40.41345712623912";"-3.7036750985515776";"913 600 829";"";"";"/contenido/entidadesYorganismos/Teatros"; 
10038751;"Teatro Flamenco Madrid";"";"";"";"Metro: Noviciado (línea 2), Callao (líneas 3 y 5)  Bus: 002, 147, 3.  Bicimad: Estaciones 17 (plaza de Carlos Cambronero, 2), 16 (calle San Bernardo, 22), 59 (calle Espíritu Santo, 30), 55 (plaza de San Ildefonso).  Aparcamiento: Luna-Tudescos (14) plaza Santa María Soledad Torres Acosta; Luna-Tudescos (102), calle Tudescos.";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=7420d852ee904510VgnVCM2000001f4a900aRCRD";"PEZ";"CALLE";"V";"10";"";"";"";"";"MADRID";"MADRID";"28004";"5";"UNIVERSIDAD";"1";"CENTRO";"440240";"4474963";"40.423153008537106";"-3.7044603063098367";"911 592 005";"";"reservas@teatroflamencomadrid.com";"/contenido/entidadesYorganismos/Teatros"; 
10511730;"Teatro Grada Mágica";"";"";"";"Metro: Puente de Vallecas (línea 1).  Bus: 113, 141, 8.";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=4b90459f66cee510VgnVCM2000001f4a900aRCRD";"EMILIO ORTUÑO";"CALLE";"V";"20";"";"";"";"";"MADRID";"MADRID";"28038";"6";"NUMANCIA";"13";"PUENTE DE VALLECAS";"443466";"4472226";"40.39872198573073";"-3.666187573469471";"910 231 013";"";"info@gradamagica.com";"/contenido/entidadesYorganismos/Teatros"; 
2198;"Teatro Infanta Isabel";"";"";"";"Metro: Chueca (línea 5), Banco de España (línea 2).  Bus: 37.  Cercanías Renfe: Recoletos (líneas C1, C2, C7 y C10).  Bicimad: Estaciones 19 (calle Prim, 2), 58 (calle Augusto Figueroa, 33), 26 (plaza de las Salesas, 7).  Aparcamientos: Gravina 21 (89); Garaje Piamonte (96) calle Piamonte; Mercado San Antón (94), Libertad.";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=777c8c7c0f91f010VgnVCM1000000b205a0aRCRD";"BARQUILLO";"CALLE";"V";"24";"";"";"";"";"MADRID";"MADRID";"28004";"4";"JUSTICIA";"1";"CENTRO";"440993";"4474853";"40.42222446320089";"-3.695574910195452";"915 210 212";"";"info@teatroinfantaisabel.es";"/contenido/entidadesYorganismos/Teatros"; 
99245;"Teatro Karpas";"";"";"";"Metro: Anton Martín (línea 1), Lavapies (línea 3).  Bus: 26, 32, 6.  Bicimad: Estación 42 (calle Santa Isabel, 32).";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=7a8c8c7c0f91f010VgnVCM1000000b205a0aRCRD";"SANTA ISABEL";"CALLE";"V";"19";"";"";"";"";"MADRID";"MADRID";"28012";"2";"EMBAJADORES";"1";"CENTRO";"440803";"4473550";"40.41046636580597";"-3.6976884322997865";"915 396 236";"";"info@karpasteatro.com";"/contenido/entidadesYorganismos/Teatros"; 
10511853;"Teatro La Encina";"";"";"";"Metro: Acacias (línea 5), Embajadores (línea 3).  Bus: 148, 60, 78, 116, 118.  Cercanías Renfe: Embajadores (línea C5).  Bicimad: Estación 47 (glorieta de Embajadores, 6).";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=6ae9fca35ccee510VgnVCM2000001f4a900aRCRD";"ERCILLA";"CALLE";"V";"15";"";"";"";"";"MADRID";"MADRID";"28005";"2";"ACACIAS";"2";"ARGANZUELA";"440362";"4472716";"40.40292081826184";"-3.7028072697686376";"910 567 002";"";"info@laencinateatro.com";"/contenido/entidadesYorganismos/Teatros"; 
2182;"Teatro la Latina";"";"";"";"Metro: La Latina (Línea 5).  Bus: 002, 17, 18, 23, 35, 60, M1.  Bicimad: Estación 39 (plaza de la Cebada, 16).  Aparcamiento: Mercado plaza de la Cebada (501).";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=7d9c8c7c0f91f010VgnVCM1000000b205a0aRCRD";"CEBADA";"PLAZA";"V";"2";"";"";"";"";"MADRID";"MADRID";"28005";"1";"PALACIO";"1";"CENTRO";"439863";"4473661";"40.411402834899235";"-3.7087714263674325";"913 652 835";"";"";"/contenido/entidadesYorganismos/Teatros"; 
11742377;"Teatro La Sala";"";"";"";"Metro: Embajadores (línea 3).  Bus: 148, 60, 78, 59, 6, 85, 55.  Cercanías Renfe: Embajadores (línea C5).  Bicimad: Estación 121 (paseo Santa María de la Cabeza, 58).";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=a4642a5e30e52810VgnVCM1000001d4a900aRCRD";"PALOS DE LA FRONTERA";"CALLE";"V";"3";"";"";"";"";"MADRID";"MADRID";"28012";"6";"PALOS DE LA FRONTERA";"2";"ARGANZUELA";"440686";"4472732";"40.40309417359402";"-3.6989842711202656";"691 122 391";"";"info@lasala.madrid";"/contenido/entidadesYorganismos/Teatros"; 
79864;"Teatro Lagrada";"";"";"";"Metro: Embajadores (línea 3), Acacias (línea 5).  Bus: 148, 60, 78.  Cercanías Renfe: Embajadores (línea C5).  Bicimad: Estación 47 (glorieta de Embajadores, 6), 170 (paseo de la Esperanza, 21).";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=70bc8c7c0f91f010VgnVCM1000000b205a0aRCRD";"ERCILLA";"CALLE";"V";"20";"";"";"";"";"MADRID";"MADRID";"28005";"2";"ACACIAS";"2";"ARGANZUELA";"440356";"4472691";"40.40269686624398";"-3.702879182971478";"915 179 698";"";"programacion@teatrolagrada.com";"/contenido/entidadesYorganismos/Teatros"; 
2208;"Teatro Lara";"";"";"";"Metro: Callao (líneas 3 y 5), Santo Domingo (línea 2), Gran Vía (líneas 1 y 5).  Bus: 002, 001, 1, 146, 2, 46, 74.  Bicimad: Estaciones 17 (plaza de Carlos Carbonero, 2), 2 (calle Miguel Moya, 1), 211 (calle Desengaño, 1).  Aparcamientos: Luna-Tudescos (14), plaza Santa María Soledad Torres Acosta con vuelta a calle Luna); Barco 1 (88), calle Barco.";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=73cc8c7c0f91f010VgnVCM1000000b205a0aRCRD";"CORREDERA BAJA DE SAN PABLO";"CALLE";"V";"15";"";"";"";"";"MADRID";"MADRID";"28004";"5";"UNIVERSIDAD";"1";"CENTRO";"440241";"4474844";"40.42208992840841";"-3.7044330667766356";"";"";"info@teatrolara.org";"/contenido/entidadesYorganismos/Teatros"; 
17338;"Teatro Lope de Vega";"";"";"";"Metro: Santo Domingo (línea 2), Plaza de España (línea 3 y 10), Callao (líneas 3 y 5).  Bus: 147, 3, 133, 001, 1, 148, 2, 44, 46, 74, 75, 146.  Bicimad: Estaciones 16 (calle San Bernardo, 22), 23 (plaza de Santo Domingo, 1), 116b (calle Princesa, 5).  Aparcamientos: Isabel la Católica (98) calle de Isabel la Católica; Mostenses (50), plaza Mostenses y calle Ricardo León.";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=79ec8c7c0f91f010VgnVCM1000000b205a0aRCRD";"GRAN VIA";"CALLE";"V";"57";"";"";"";"";"MADRID";"MADRID";"28013";"1";"PALACIO";"1";"CENTRO";"439865";"4474827";"40.42190319947077";"-3.7088650025651506";"902 888 788";"";"ayuda@stage-entertainment.com";"/contenido/entidadesYorganismos/Teatros"; 
174142;"Teatro Maravillas Meléndez";"";"";"";"Metro: Bilbao (líneas 1 y 4).  Bus: 147, 21, C03, 149, 3, 37, 40.  Bicimad: Estación 4 (calle Manuela malasaña, 5), 5 (calle Fuencarral, 108).  Aparcamiento: Fuencarral (27), calle Fuencarral, 111 (entre 111 y 121).";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=f8608c89dd91f010VgnVCM2000000c205a0aRCRD";"MANUELA MALASA&amp;Ntilde;A";"CALLE";"V";"6";"";"";"";"";"MADRID";"MADRID";"28004";"5";"UNIVERSIDAD";"1";"CENTRO";"440360";"4475576";"40.42868512425655";"-3.703093557594087";"914 468 405";"";"info@teatromaravillas.com";"/contenido/entidadesYorganismos/Teatros"; 
2191;"Teatro María Guerrero.";"";"";"";"Metro: Colón (línea 4), Banco de España (línea 2), Chueca (línea 5).  Bus: 37, 14, 150, 27, 45, 5, 53, C03.  Cercanías Renfe: Recoletos (líneas C1, C2, C7 y C10).  Bicimad: Estaciones 26 (plaza de las Salesas, 7), 19 (calle Prim, 2), 10 (calle Marqués de la Ensenada, 16).  Aparcamientos: Garaje Piamonte (96), calle Piamont; Villa de París (67), plaza Villa de París.";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=3cfc8c7c0f91f010VgnVCM1000000b205a0aRCRD";"TAMAYO Y BAUS";"CALLE";"V";"4";"";"";"";"";"MADRID";"MADRID";"28004";"4";"JUSTICIA";"1";"CENTRO";"441207";"4474927";"40.42289798776825";"-3.693053196862537";"913 102 949";"";"cdn@inaem.cultura.gob.es";"/contenido/entidadesYorganismos/Teatros"; 
2184;"Teatro Marquina";"";"";"";"Metro: Banco de España (línea 2), Chueca (línea 5), Colón (línea 4).  Bus: 37, 14, 150, 27, 45, 5, 53, C03, 001, 1, 146, 15, 2, 20, 203, 51, 52, 74, 9.  Cercanías Renfe: Recoletos (líneas C1, C2, C7 y C10).  Bicimad: Estaciones 19 (calle Prim, 2), 26 (plaza de las Salesas, 7).  Aparcamientos: Garaje Piamonte (96), calle Piamonte; Gravina 21 (8), calle Gravina.";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=fe0d8c7c0f91f010VgnVCM1000000b205a0aRCRD";"PRIM";"CALLE";"V";"11";"";"";"";"";"MADRID";"MADRID";"28004";"4";"JUSTICIA";"1";"CENTRO";"441148";"4474824";"40.421966872256846";"-3.693734410007287";"915 313 186";"";"taquilla@teatromarquina.es";"/contenido/entidadesYorganismos/Teatros"; 
10242463;"Teatro Monumental";"";"";"";"Metro: Antón Martín (línea 1).  Bús: 26, 32, 6, 002, M1.  Bicimad: Estación 41 (calle Atocha, 54).";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=40388b6bab5b9510VgnVCM1000001d4a900aRCRD";"ATOCHA";"CALLE";"V";"65";"";"";"";"";"MADRID";"MADRID";"28012";"3";"CORTES";"1";"CENTRO";"440680";"4473775";"40.41248873703834";"-3.699161734460963";"914 291 281";"";"infopublico.orquestaycoro@rtve.es";"/contenido/entidadesYorganismos/Teatros"; 
11466205;"Teatro Multiespacio La Strada";"";"";"";"Metro: Quevedo (línea 2), Canal (líneas 2 y 7).  Bus: 146, 61, 149, 37   Bicimad :   Estaciones 200 (glorieta de Quevedo, 5), 127 (calle Fernando el Católico, 19).";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=10f87509ab8eb710VgnVCM1000001d4a900aRCRD";"MAGALLANES";"CALLE";"V";"23";"";"";"";"";"MADRID";"MADRID";"28015";"2";"ARAPILES";"7";"CHAMBERI";"440141";"4476318";"40.435354235764464";"-3.705754037741118";"914 464 849";"";"multiespaciolastrada@hotmail.com";"/contenido/entidadesYorganismos/Teatros"; 
4077;"Teatro Municipal de Títeres. Parque de El Retiro";"Dentro del parque de El Retiro, muy cerca de la entrada desde la plaza de la Independencia, donde se encuentra la Puerta de Alcalá, está el Teatro de Títeres, toda una institución para el público infantil madrileño.  Este teatro permanente ofrece representaciones, normalmente, los sábados y domingos en diferentes horarios según la climatología de cada época del año y está dedicado el mundo del títere y la marioneta.";"";"";"Metro: Retiro (línea 2).  Bus: 1, 146, 15, 19, 2, 20, 51, 52, 74, 9, 28.  Bicimad: Estación 60 (plaza de la Independencia, 6).  Aparcamiento: Serrano III (40), calle Serrano entre Jorge Juan y plaza de la Independencia.";"";"1";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=784d8c7c0f91f010VgnVCM1000000b205a0aRCRD";"MÉXICO";"AVENIDA";"V";"4";"";"";"";"Parque de El Retiro. Entrada por Puerta de la Independencia";"MADRID";"MADRID";"28009";"";"LOS JERÓNIMOS";"";"RETIRO";"441748";"4474466";"40.41878362561595";"-3.6866519471003647";"";"";"";"/contenido/entidadesYorganismos/Teatros"; 
10890410;"Teatro Municipal de Vallecas";"Para la construcción del teatro se ha remodelado el antiguo salón de actos de la Biblioteca Gerardo Diego. Cuenta con cien butacas y se especializa en la programación de teatro y de cine. Alberga la escuela de teatro de Vallecas. Dentro de su programación, se ha previsto que se celebren tres representaciones teatrales y una proyección cinematográfica al mes, en sábado, completando así la oferta los centros culturales del distrito, cuyas actividades se convocan los viernes.";"Para atención presencial, pedir cita en el teléfono de contacto.  Horario habitual: lunes a viernes, 17 a 21 horas. Sábados, de 10 a 14 horas.";"El aforo es de 94 butacas más 2 de movilidad reducida. 3 aulas para clases.";"Metro: Villa de Vallecas (línea 1)  Bus: 103, 142, 54, 58";"";"1";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=2193cb665c6e8610VgnVCM1000001d4a900aRCRD";"PASO DE VILLAMANRIQUE";"CALLE";"V";"3";"";"";"";"";"MADRID";"MADRID";"28031";"1";"CASCO H.VALLECAS";"18";"VILLA DE VALLECAS";"447122";"4469857";"40.37762362093048";"-3.6229095774784765";"657 181 582";"";"";"/contenido/entidadesYorganismos/Teatros"; 
2185;"Teatro Muñoz Seca";"";"";"";"Metro: Sol (líneas 1, 2 y 3), Gran Vía (líneas 1 y 5), Sevilla (línea 2), Callao (líneas 3 y 5).  Bus: 002.  Cercanías Renfe: Sol (líneas C3 y C4).  Bicimad: Estaciones 56 (plaza del Carmen, 1), 210 (calle Tres Cruces, 7).  Aparcamientos: Plaza del Carmen (8); el Corte Inglés Preciados (93), calle Preciados.";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=7b5d8c7c0f91f010VgnVCM1000000b205a0aRCRD";"CARMEN";"PLAZA";"V";"1";"";"";"";"";"MADRID";"MADRID";"28013";"6";"SOL";"1";"CENTRO";"440336";"4474436";"40.41841411050799";"-3.703270693985126";"915 232 128";"";"info@teatromunozseca.es";"/contenido/entidadesYorganismos/Teatros"; 
10037829;"Teatro Nuev9 Norte";"";"";"";"Metro: Noviciado (línea 2).  Bus: 002, 147, 3.  Bicimad: Estación 15 (calle Norte, 8).";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=7ac150fba2504510VgnVCM2000001f4a900aRCRD";"NORTE";"CALLE";"V";"9";"";"";"";"";"MADRID";"MADRID";"28015";"5";"UNIVERSIDAD";"1";"CENTRO";"439975";"4475283";"40.42601717514524";"-3.7076146318877625";"626 091 278";"";"contacto@nuevenorte.com";"/contenido/entidadesYorganismos/Teatros"; 
10511703;"Teatro Pavón";"";"";"";"Metro: Latina (línea 5), Tirso de Molina (línea 1).  Bus: M1.   Bicimad:   Estación 44 (calle Mesón de Paredes, 35).";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=6d6f459f66cee510VgnVCM2000001f4a900aRCRD";"EMBAJADORES";"CALLE";"V";"9";"";"";"";"";"MADRID";"MADRID";"28012";"2";"EMBAJADORES";"1";"CENTRO";"440080";"4473507";"40.41002883652138";"-3.7061994964420886";"914 567 513";"";"taquilla@elpavonteatro.es";"/contenido/entidadesYorganismos/Teatros"; 
2202;"Teatro Pradillo";"";"";"";"Metro: Concha Espina (línea 9).  Bus: 16, 29, 52.";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=f7ad8c7c0f91f010VgnVCM1000000b205a0aRCRD";"PRADILLO";"CALLE";"V";"12";"";"";"";"";"MADRID";"MADRID";"28002";"3";"CIUDAD JARDIN";"5";"CHAMARTIN";"442785";"4477765";"40.448573903848";"-3.6747122950899285";"914 169 011";"";"pradillo@teatropradillo.com";"/contenido/entidadesYorganismos/Teatros"; 
31360;"Teatro Príncipe Gran Vía";"";"";"";"Metro: Gran Vía (líneas 1 y 5).  Bus: 002, 001, 1, 146, 2, 46, 74, 3.  Bicimad: Estaciones 210 (Tres Cruces, 7), 211 (calle Desengaño, 1), 56 (plaza del Carmen, 1).  Aparcamientos: plaza del Carmen (8); Barco 1 (88), calle Barco; el Corte Inglés Preciados (93), calle Preciados.";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=fabd8c7c0f91f010VgnVCM1000000b205a0aRCRD";"TRES CRUCES";"CALLE";"V";"8";"";"";"";"";"MADRID";"MADRID";"28013";"6";"SOL";"1";"CENTRO";"440382";"4474548";"40.419428942506514";"-3.7027432836384193";"915 318 514";"";"entradas@grupomarquina.es";"/contenido/entidadesYorganismos/Teatros"; 
87056;"Teatro Quique San Francisco";"La sala del Teatro Quique San Francisco ofrece una variada programación teatral dirigida tanto para adultos como para niños. En la temporada estival, algunas de las representaciones tienen lugar al aire libre.";"Funciones de miércoles a domingo.";"Aforo: 232 butacas";"Metro: Quevedo (línea 2)  Bus: 2, 16, 61  Bicimad: Estación 127 (calle Fernando el Católico, 19)";"";"1";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=346c8c7c0f91f010VgnVCM1000000b205a0aRCRD";"GALILEO";"CALLE";"V";"39";"";"";"";"";"MADRID";"MADRID";"28015";"2";"ARAPILES";"7";"CHAMBERI";"439741";"4476139";"40.433719454283505";"-3.7104468992841753";"913 485 124";"";"taquilla@teatroquiquesanfrancisco.es";"/contenido/entidadesYorganismos/Teatros"; 
2187;"Teatro Reina Victoria";"";"";"";"Metro: Sol (líneas 1, 2 y 3), Sevilla (línea 2).  Bus: 002, 51, M1, 53, 15, 20, 150, 5, 46, 52  Cercanías Renfe: Sol (líneas C3 y C4).  Bicimad: Estaciones 28 (calle Alcalá, 27), 33 (calle Carretas, 8), 52 (plaza de Santa Ana, 10).  Aparcamiento: Sevilla (41), calle Sevilla y Calle Alcalá; Hub de Movilidad Canalejas 360 (1239), calle de Alcalá, 17.";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=1bfd8c7c0f91f010VgnVCM1000000b205a0aRCRD";"SAN JERONIMO";"CARRERA";"V";"24";"";"";"";"";"MADRID";"MADRID";"28014";"3";"CORTES";"1";"CENTRO";"440629";"4474223";"40.41652126622025";"-3.6998037829414807";"913 692 288";"";"info@elteatroreinavictoria.com";"/contenido/entidadesYorganismos/Teatros"; 
17361;"Teatro Rialto";"";"";"";"Metro: Santo Domingo (línea 2), Callao (líneas 3 y 5).  Bus: 001, 1, 133, 147, 148, 2, 44, 46, 74, 75, 146, 3.  Bicimad: Estaciones 23 (plaza de Santo Domingo, 1), 2 (calle Miguel Moya, 1), 22 (calle Jacometrezo, 3), 16 (San Bernardo, 22), 16 (calle San Bernardo, 22).  Aparcamientos: Isabel la Católica (98) calle de Isabel la Católica; Luna-Tudescos (102), Tudescos; Luna-Tudescos (14) plaza Santa María Soledad Torres Acosta.";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=b12d8c7c0f91f010VgnVCM1000000b205a0aRCRD";"GRAN VIA";"CALLE";"V";"54";"";"";"";"";"MADRID";"MADRID";"28013";"5";"UNIVERSIDAD";"1";"CENTRO";"439991";"4474769";"40.42139454047835";"-3.707366153320881";"910 839 500";"";"atencionalcliente@somproduce.com";"/contenido/entidadesYorganismos/Teatros"; 
2205;"Teatro Sala Cuarta Pared";"";"";"";"Metro: Embajadores (línea 3), Acacias (línea 5).  Bus: 148, 60, 78, 116, 118, 119, 34, 36, 62, C2, 41, C03, 27, C1, M1.  Cercanías Renfe: Embajadores (línea C5).  Bicimad: Estaciones 47 (glorieta de Embajadores, 6), 170 (paseo de la Esperanza, 21).";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=4c0208231f91f010VgnVCM2000000c205a0aRCRD";"ERCILLA";"CALLE";"V";"17";"";"";"";"";"MADRID";"MADRID";"28005";"2";"ACACIAS";"2";"ARGANZUELA";"440371";"4472701";"40.40278578703392";"-3.7027011010089894";"915 172 317";"";"cuartapared@cuartapared.es";"/contenido/entidadesYorganismos/Teatros"; 
10038763;"Teatro Sala Mirador";"";"";"";"Metro: Lavapiés (Línea 3), Embajadores (línea 3).  Bus: 119, 27, 34, 36, 41, C03, C1, C2, M1.  Cercanías Renfe: Embajadores (línea C5).  Bicimad: Estaciones 49 (ronda de Atocha, 34), 53 (plaza de Lavapiés).  Aparcamiento: Garaje Amparo (75), calle Amparo.";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=8103d852ee904510VgnVCM2000001f4a900aRCRD";"DOCTOR FOURQUET";"CALLE";"V";"31";"local 3";"";"";"";"MADRID";"MADRID";"28012";"2";"EMBAJADORES";"1";"CENTRO";"440697";"4473173";"40.40706813699774";"-3.6988988076525446";"915 289 504";"";"taquilla@lamirador.com";"/contenido/entidadesYorganismos/Teatros"; 
2189;"Teatro Sanpol";"";"";"";"Metro: Príncipe Pío (Líneas 6, 10 y Ramal).  Bus: 41, 75, 46.  Renfe: Príncipe Pío (líneas C1, C7 y C10).  Bicimad: Estación 161 (paseo de la Florida, 8).";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=331e8c7c0f91f010VgnVCM1000000b205a0aRCRD";"SAN POL DE MAR";"CALLE";"V";"1";"";"";"";"";"MADRID";"MADRID";"28008";"1";"CASA DE CAMPO";"9";"MONCLOA-ARAVACA";"438363";"4475066";"40.42395111326244";"-3.726586966145146";"915 419 089";"915 479 946";"teatro@teatrosanpol.com";"/contenido/entidadesYorganismos/Teatros"; 
161000;"Teatro Tarambana";"";"";"";"Metro: Carabanchel (línea 5).  Bus: 35.";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=53cf8c89dd91f010VgnVCM2000000c205a0aRCRD";"DOLORES ARMENGOT";"CALLE";"V";"31";"";"";"";"";"MADRID";"MADRID";"28025";"4";"VISTA ALEGRE";"11";"CARABANCHEL";"436917";"4470844";"40.38580831044196";"-3.743215284694563";"914 618 334";"";"info@tarambana.net";"/contenido/entidadesYorganismos/Teatros"; 
135051;"Teatro Tribueñe";"";"";"";"Metro: Ventas (líneas 2 y 5), Manuel Becerra (líneas 2 y 6).  Bus: 12.  Bicimad: Estación 185 (Sancho Dávila esquina Paseo Marqués de Zafra).";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=96df2189cb81c010VgnVCM1000000b205a0aRCRD";"SANCHO DAVILA";"CALLE";"V";"31";"";"";"";"";"MADRID";"MADRID";"28028";"3";"FUENTE DEL BERRO";"4";"SALAMANCA";"443879";"4475204";"40.42558036809144";"-3.661585724582637";"912 427 727";"";"teatro@teatrotribuene.com";"/contenido/entidadesYorganismos/Teatros"; 
173052;"Teatro Valle Inclán. Centro Drámatico Nacional";"";"";"";"Metro: Lavapiés (línea 3).  Bus: M1.  Bicimad: Estación 53 (calle de Valencia, 1).  Aparcamiento: Garaje calle Amparo (75).";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=67c08c89dd91f010VgnVCM2000000c205a0aRCRD";"ANA DIOSDADO";"PLAZUELA";"V";"";"";"";"";"";"MADRID";"MADRID";"";"";"";"";"DISTRITO";"440549";"4473297";"40.40816959733343";"-3.7006531533366718";"915 058 800";"";"cdn@inaem.cultura.gob.es";"/contenido/entidadesYorganismos/Teatros"; 
