PK,NOMBRE,DESCRIPCION-ENTIDAD,HORARIO,METRO,BUS,RENFE,ACCESIBILIDAD,CONTENT-URL,DIRECCION,NUM,DISTRITO,LATITUD,LONGITUD,TELEFONO,EMAIL,TIPO
3359,Real Basílica San Francisco el Grande,"Conjunto conventual que sustituyó al monasterio franciscano medieval, construido por Francisco de las Cabezas entre 1761 y 1768, que fue relevado por Antonio Polo y que concluye Francisco Sabatini en 1784 donde se exponen colecciones de pinturas de los siglos XVII al XIX. Reservas para grupos en teléfono 669 892 313 de 10:30 a 13:30 horas.","Visita Guiada Museo:    De martes a sábado de 10:30 a 13:30 y de 16 a 17:30 horas.  Julio, agosto y septiembre: de martes a viernes de 10:30 a 14:30 horas.","La Latina (línea 5), Puerta de Toledo (línea 5).   "," 148, 3, 60.   ",,ACCESSIBLE,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=ef8d0713fb71c010VgnVCM1000000b205a0aRCRD,CALLE_SAN BUENAVENTURA,1,CENTRO,40.41084698628934,-3.714492963837602,913 653 800,,MonumentosEdificiosArtisticos
2087,Real Fábrica de Tapices,,"Lunes a viernes, de 10 a 14 horas.",Menéndez Pelayo (línea 1).   ," 10, 14, 26, 32, C1, C2, 141, 24, 37, 54, 57, 152.   "," Atocha (líneas C1, C2, C3, C4, C4a, C4b, C5, C7, C10 y Regional).",NO_INFORMATION,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=53cbff632081c010VgnVCM1000000b205a0aRCRD,CALLE_FUENTERRABIA,2,RETIRO,40.406094596697045,-3.6825092130232404,914 340 550,informacion@realfabricadetapices.com,MonumentosEdificiosArtisticos
4707297,Real Monasterio de Santa Isabel,"El Real Monasterio de Santa Isabel está situado en Madrid, dentro de la ciudad histórica, en una gran manzana, próxima a Atocha. Santa Isabel agrupa dos fundaciones, un colegio de niñas, establecido por Felipe II, y un convento de clausura de monjas agustinas recoletas, fundado por la esposa de Felipe III, doña Margarita de Austria. La arquitectura de la iglesia se debe a Gómez de Mora, de mediados del siglo XVIII. En la clausura se conservan numerosas obras pictóricas de los siglos XVII y XVIII. ",El acceso al templo sólo es posible en horario de culto.,Estación del Arte (Atocha) (línea 1)   ," 26, 32, 6, 27, 34, C1  ", Atocha,NO_INFORMATION,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=545b544a249c6110VgnVCM1000000b205a0aRCRD,CALLE_SANTA ISABEL,48,CENTRO,40.409468201532654,-3.696232255860979,,info@patrimonionacional.es,MonumentosEdificiosArtisticos
3349,Real Monasterio de la Encarnación,"Edificio construído por Juan Gómez de Mora de 1611 a 1616 como monasterio anejo al Alcázar Real, modelo de lo que se ha dado en llamar barroco madrileño. Cuenta con la reliquia de San Pantaleón. ","Martes a sábado, de 10 a 14 y de 16 a 18:30 horas, Domingos y festivos, de 10 a 15 horas.","Ópera (líneas 2, 5 y Ramal Ópera Príncipe Pío), Plaza de España (líneas 3, 10)   "," 3, 25, 39, 148, 46, 62, 75   ",,NO_INFORMATION,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=72ad0713fb71c010VgnVCM1000000b205a0aRCRD,PLAZA_ENCARNACION,1,CENTRO,40.4196839293774,-3.7115609584031253,,info@patrimonionacional.es,MonumentosEdificiosArtisticos
3348,Real Monasterio de las Descalzas Reales,"Convento fundado por la Princesa Juana de Austria, transformando un antiguo palacio de su madre Isabel de Portugal. ","Martes a sábado, de 10 a 14 y de 16 a 18:30 horas. Domingos y festivos, de 10 a 15 horas. Solo visitas guiadas.","Ópera (líneas 2, 5 y Ramal Ópera-Príncipe Pío).   ", SE712   ,,NO_INFORMATION,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=12e113db5b71c010VgnVCM1000000b205a0aRCRD,PLAZA_DESCALZAS,3,CENTRO,40.4182401043926,-3.7062038988539387,,info@patrimonionacional.es,MonumentosEdificiosArtisticos
20605,Templo de Debod,"Templo egipcio dedicado a Amón de Debod y a Isis, construido entre 185 AC y el siglo I de la Era. Fue donado por Egipto a España en 1968, en agradecimiento por la ayuda en el salvamento de los templos de Abu Simbel.  Egyptian temple dedicated to Amun of Debod and Isis. It was built between 185 BC and the 1st century. It was donated by Egypt to Spain in 1968 for its help in the rescue of the temples of Abu Simbel. El templo de Debod no cuenta en la actualidad con accesos adaptados a personas con movilidad reducida y la circulación en su interior es igualmente difícil. Puedes consultar en el documento Templo de Debod. Turismo accesible  las características de su accesibilidad.  Debod temple has currently no access adapted for people with reduced mobility.    El templo es un monumento histórico de una antig&amp;uuml;edad de 2.200 años. Su estructura interna, que constituye el espacio de actual de exposición, está formada por distintas salas de dimensiones reducidas, con vanos estrechos y numerosas barreras, que responden a los fines y necesidades de los cultos religiosos que en él tuvieron lugar, pero que imposibilitan la circulación con sillas de ruedas convencionales.  La legislación sobre accesibilidad vigente en nuestra Comunidad (Ley 8/1993 de 22 de Junio de Promoción de la Accesibilidad y Supresión de Barreras Arquitectónicas), en su disposición adicional 7&amp;ordf;, exime de su aplicación en los inmuebles declarados Bien de Interés Cultural o en aquellos edificios de valor histórico-artístico. No obstante, se está trabajando en hacer accesibles las plataformas en las que se levanta el templo y sus dos portales.","Martes a domingo y festivos, de 10 a 20  horas.  Cerrado todos los lunes (incluidos lunes festivos) y los días 1 y 6 de enero, 1 de mayo, 24, 25 y 31 de diciembre. Último acceso al templo a las 19:30 horas. El horario y la apertura de salas pueden sufrir modificaciones. Por favor, confírmelo en el teléfono de información del museo.",Plaza de España (líneas 3 y 10) y Ventura Rodríguez (línea 3)  ," 1, 2, 3, 25, 39, 44, 46, 74, 75, 133, 138, 148, C1 y C2 ", Príncipe Pío   ,"NOT_ACCESSIBLE,MAGNETIC_LOOP",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=13b432df1d51c010VgnVCM2000000c205a0aRCRD,CALLE_FERRAZ,1,MONCLOA-ARAVACA,40.42425096551599,-3.716531855540272,913 667 415 (Museo de San Isidro / Templo de Debod),templodebod@madrid.es,MonumentosEdificiosArtisticos
7685664,The Robot Museum (Museo del Robot),Visita recomendada para mayores de 4 años.,"Martes, miércoes y jueves: De 16:20a 19:20.  Viernes:  De 16:20 a 20:20 horas.   Sábados: De 12:20 a 20:20 horas.","Ruben Darío (línea 5), Nuñez de Balboa (líneas 5 y 9).   "," 19, 51, 9, 14, 150, 27, 45, 5, 1, 74.   ",,NO_INFORMATION,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=e0b7b8dc8f719410VgnVCM1000000b205a0aRCRD,CALLE_SERRANO,61,SALAMANCA,40.43221485554042,-3.6869551422270077,644 326 470,,Museos
7071384,Yacimiento paleontológico. Estación de Metro Carpetana,"Durante las obras de remodelación de la estación de Carpetana se descubrieron restos paleontológicos con valiosos hallazgos del Mioceno, lo que ha hecho posible una reconstrucción de los paleoambientes en dos yacimientos verticales. ","Todos los días durante la apertura de la estación, de 6 a 1:30 horas.",Carpetana (línea 6).   ," 119, 55, 17, 25.",,ACCESSIBLE,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=05fbb57fd3c70410VgnVCM1000000b205a0aRCRD,CALLE_VIA CARPETANA,141,CARABANCHEL,40.39254099575156,-3.7413026173286053,,,Museos
10873287,Zapadores Ciudad del Arte,,"Miércoles a domingo, de 12 a 18 horas.",,,,NO_INFORMATION,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=c30ab3683ea58610VgnVCM2000001f4a900aRCRD,CALLE_ANTONIO DE CABEZON,70,FUENCARRAL-EL_PARDO,40.49572804745456,-3.6818117500732046,,,Museos
,,,,,,,,,,,,,,,,
