PK,NOMBRE,DESCRIPCION-ENTIDAD,HORARIO,ACCESIBILIDAD,CONTENT-URL,NOMBRE-VIA,CLASE-VIAL,TIPO-NUM,NUM,LOCALIDAD,PROVINCIA,CODIGO-POSTAL,COD-BARRIO,BARRIO,COD-DISTRITO,DISTRITO,distrito_wikidata,COORDENADA-X,COORDENADA-Y,LATITUD,LONGITUD
1967,Centro Sociocultural Ciudad Lineal,Not informed Value,"De lunes a viernes, de 9 a 14 horas.   Verano y San Isidro, de lunes a viernes, de 9 a 13 horas.   Fuera de este horario el centro permanecerá abierto durante la celebración de las actividades que se programen.",1,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=16f81e79ee71c010VgnVCM1000000b205a0aRCRD,POETA BLAS DE OTERO,CALLE,V,81,MADRID,MADRID,28017,1,VENTAS,15,Ciudad Lineal,https://wikidata.org/entity/Q1763694,444717,4474895,40.422850906984415,-3.651682839770605
10344149,Centro Sociocultural Clara Campoamor (Retiro),"El Centro Sociocultural Clara Campoamor se encuentra en uno de los edificios de la Junta Municipal del Distrito de Retiro (el edificio más moderno). En este edificio, además del Centro Sociocultural se encuentran las oficinas de Línea Madrid y los despachos de los grupos políticos de la Junta.",De 9 a 14 horas.  Fuera de este horario el centro permanecerá abierto durante la celebración de las actividades que se programen.,"1,4,5",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=0c057ab5c83db510VgnVCM2000001f4a900aRCRD,DAOIZ Y VELARDE,PLAZA,V,2,MADRID,MADRID,28007,1,PACIFICO,3,Retiro,https://wikidata.org/entity/Q2002296,442527,4472618,40.402190438836826,-3.6772826298329093
118935,Centro Sociocultural Cánovas del Castillo (Usera),Not informed Value,"De lunes a viernes, de 10 a 14 y de 17 a 19 horas. Julio, de lunes a viernes, de 10 a 14 horas. Agosto cerrado.  Fuera de este horario el centro permanecerá abierto durante la celebración de las actividades que se programen.",1,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=1087cbf06c81c010VgnVCM1000000b205a0aRCRD,JULIO AGUIRRE,CALLE,V,10,MADRID,MADRID,28026,4,ALMENDRALES,12,Usera,https://wikidata.org/entity/Q953368,440579,4470866,40.38627312379031,-3.700074755609488
1941,Centro Sociocultural Eduardo Chillida (Moratalaz),Not informed Value,"De lunes a viernes, de 9 a 13:30 y de 17 a 18:30 horas. Julio, de lunes a viernes, de 9 a 13:30 horas. Agosto cerrado.  Fuera de este horario el centro permanecerá abierto durante la celebración de las actividades que se programen.",1,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=01963d0b5e71c010VgnVCM1000000b205a0aRCRD,ARROYO BELINCOSO,CALLE,V,9,MADRID,MADRID,28030,4,MEDIA LEGUA,14,Moratalaz,https://wikidata.org/entity/Q2076109,444591,4473396,40.40934483353835,-3.653036718771371
26904,Centro Sociocultural El Greco (Latina),Información general en el teléfono: 91 479 31 50. Correo electrónico: ccgreco@madrid.es  Información sobre cursos y talleres en los siguientes enlaces:   Plataforma cursos y talleres Ayuntamiento de Madrid.  Trámites cursos y talleres Ayuntamiento de Madrid.,"Horario de verano:   Julio, agosto y septiembre de 9 a 20:30 de lunes a viernes. Del 1 al 27 de agosto el Centro se encuentra cerrado.  Horario de apertura del centro:  Lunes a Viernes de 9 a 21:30 horas. Sábados de 9 a 13:30 horas.  Horario de atención al público:  Lunes a Viernes de 9:30 a 14 horas y de 16:30 a 19 horas.",1,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=cae2b3e42751c010VgnVCM2000000c205a0aRCRD,EL GRECO,CALLE,V,29,MADRID,MADRID,28011,3,LUCERO,10,Latina,https://wikidata.org/entity/Q794954,436578,4473235,40.407316328180464,-3.747465416906973
1926,Centro Sociocultural García Lorca (Carabanchel),Not informed Value,"De lunes a jueves, de 10 a 13 horas y de 16:30 a 18 horas. Viernes, de 10 a 13 horas.  Julio, de lunes a viernes, de 10 a 13 horas.   Agosto y festivos, cerrado.   Fuera de este horario el centro permanecerá abierto durante la celebración de las actividades que se programen.",1,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=e6773d0b5e71c010VgnVCM1000000b205a0aRCRD,EUGENIA DE MONTIJO,CALLE,V,105,MADRID,MADRID,28044,6,BUENAVISTA,11,Carabanchel,https://wikidata.org/entity/Q1001991,436243,4469562,40.37420290010211,-3.7510337449848636
1947,Centro Sociocultural José de Espronceda (Tetuán),Not informed Value,"De lunes a jueves, de 9:30 a 13:30 y de 16:30 a 18 horas. Viernes, de 9:30 a 13:30 horas.  Julio, solo mañanas.   Agosto cerrado.    Fuera de este horario el centro permanecerá abierto durante la celebración de las actividades que se programen.",1,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=23881e79ee71c010VgnVCM1000000b205a0aRCRD,ALMANSA,CALLE,V,9,MADRID,MADRID,28039,1,BELLAS VISTAS,6,Tetuán,https://wikidata.org/entity/Q1773540,440258,4477792,40.44864332758775,-3.704513191828797
124354,Centro Sociocultural Juvenil de Moratalaz,Not informed Value,"De lunes a viernes, de 9 a 14 y de 17 a 19 horas.  Verano, lunes a viernes, de 9 a 14 horas.  Fuera de este horario el centro permanecerá abierto durante la celebración de las actividades que se programen.",1,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=bf388899fc81c010VgnVCM1000000b205a0aRCRD,FUENTE CARRANTONA,CALLE,V,10,MADRID,MADRID,28030,1,PAVONES,14,Moratalaz,https://wikidata.org/entity/Q2076109,445977,4472270,40.39928542551079,-3.636600379403484
1965,Centro Sociocultural Juvenil de Usera,Not informed Value,"De lunes a viernes, de 10 a 14 y de 17 a 19 horas. Julio, de lunes a viernes, de 10 a 14 horas. Agosto cerrado.  Fuera de este horario el centro permanecerá abierto durante la celebración de las actividades que se programen.",1,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=876e1e79ee71c010VgnVCM1000000b205a0aRCRD,CUESTA,CALLE,V,4,MADRID,MADRID,28026,5,MOSCARDO,12,Usera,https://wikidata.org/entity/Q953368,439956,4471270,40.38986587050054,-3.707459143903564
11189796,Centro Sociocultural Las Tablas (Fuencarral - El Pardo),Not informed Value,Lunes y miércoles de 9:30 a 13:30 horas Martes y jueves de 9:30 a 14:30 horas Viernes cerrado,1,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=f766b6f6751c2710VgnVCM1000001d4a900aRCRD,CAMINO DE SANTIAGO,AVENIDA,V,39,MADRID,MADRID,28050,6,VALVERDE,8,Fuencarral-El Pardo,https://wikidata.org/entity/Q656196,442867,4483048,40.496178544904275,-3.6742173844664605
102131,Centro Sociocultural Latina,Información general en el teléfono: 91 509 54 70. Correo electrónico: juvenlatina@madrid.es . Información sobre cursos y talleres en los siguientes enlaces:   Plataforma cursos y talleres Ayuntamiento de Madrid.  Trámites cursos y talleres Ayuntamiento de Madrid.,Horario de verano:       El horario de apertura del Centro Sociocultural Latina es:   Mes de julio de 9 a 21 h de lunes a viernes. Desde el 1 hasta el 27 de agosto Cierre del Centro por vacaciones. Desde el 28 de agosto al 30 de septiembre de 9 a 21 h.  Horario de apertura del centro:  Lunes a Viernes de 9 a 21:30 horas. Sábados de 9 a 13:30 horas.  Horario de atención al público:  Lunes a Viernes de 9 a 14 horas.,1,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=a4ed8899fc81c010VgnVCM1000000b205a0aRCRD,RODRIGO DE ARANA,CALLE,V,50,MADRID,MADRID,28044,7,LAS AGUILAS,10,Latina,https://wikidata.org/entity/Q794954,434982,4470177,40.3796366471018,-3.7659492448759053
1961,Centro Sociocultural Luis Gonzaga (Chamartín),Not informed Value,"De lunes a jueves, de 9:30 a 14 horas y de 16:30 a 18:30 horas.   Viernes, de 9:30 a 14 horas y de 16:30 a 17:30 horas.    Verano, de lunes a viernes, de 9:30 a 14 horas.   Agosto cerrado.  Fuera de este horario el centro permanecerá abierto durante la celebración de las actividades que se programen.",1,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=ba8b3d232e91f010VgnVCM1000000b205a0aRCRD,PRINCIPE DE VERGARA,CALLE,V,142,MADRID,MADRID,28002,3,CIUDAD JARDIN,5,Chamartín,https://wikidata.org/entity/Q1766348,442496,4477359,40.44489723228663,-3.6780972922453685
1909,Centro Sociocultural Maestro Alonso (Salamanca),Not informed Value,"De lunes a viernes, de 9 a 14 y de 15 a 18 horas (viernes tarde de 15 a 17 horas) Verano, de lunes a viernes, de 8 a 15 horas.  Fuera de este horario el centro permanecerá abierto durante la celebración de las actividades que se programen.",1,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=783f1e79ee71c010VgnVCM1000000b205a0aRCRD,MAESTRO ALONSO,CALLE,V,6,MADRID,MADRID,28028,3,FUENTE DEL BERRO,4,Salamanca,https://wikidata.org/entity/Q1773521,443605,4475629,40.42938854032785,-3.664855511110751
170066,Centro Sociocultural Marconi (Villaverde),Not informed Value,"El Centro Sociocultural Marconi estará abierto de 9:00 a 21:00 h ininterrumpidamente, de lunes a viernes, excepto en el mes de agosto que permanecerá cerrado. Secretaría: de lunes a jueves de 9:30 a 13:30 y de 16:45 a 19:15 y viernes de 9:30 a 13:30 horas. Horario de Navidad:  de 9:00 a 14:00 horas, de lunes a viernes.  Durante el mes de julio el horario será de 9:00 a 14:00 horas, de lunes a viernes.",1,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=6cb0085f5181c010VgnVCM1000000b205a0aRCRD,COLONIA MARCONI,ACCESO,V,4,MADRID,MADRID,28021,,SAN ANDRES,,Villaverde,https://wikidata.org/entity/Q919536,440472,4465148,40.334751832113774,-3.700809560921597
1970,Centro Sociocultural Miguel de Cervantes (San Blas - Canillejas),Not informed Value,"De lunes a viernes, de 10 a 14 horas.    Fuera de este horario el centro permanecerá abierto durante la celebración de las actividades que se programen.",1,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=24be1e79ee71c010VgnVCM1000000b205a0aRCRD,ALIAGA,CALLE,V,5,MADRID,MADRID,28022,7,CANILLEJAS,20,San Blas-Canillejas,https://wikidata.org/entity/Q2001937,448148,4476402,40.4366557020283,-3.6113517282299217
5514552,Centro Sociocultural Montecarmelo (Fuencarral - El Pardo),Not informed Value,"Horario del centro:  De lunes a viernes de 8:30 a 15 y de 16 a 21:30 h, Sábados 9 a 15 y de 16 a 21 h   Domingos y festivos, de 10 a 15 h   Horario secretaría talleres:  De lunes a viernes  de 9 a 14:30 horas y de 16:30 a 18:30 horas",1,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=30f2b51ae6295210VgnVCM2000000c205a0aRCRD,Santuario de Valverde,Avenida,T,114,MADRID,MADRID,28049,8,EL GOLOSO,8,Fuencarral-El Pardo,https://wikidata.org/entity/Q656196,441892,4485296,40.51635495615339,-3.685946562681175
1964,Centro Sociocultural Oporto (Carabanchel),Not informed Value,"De lunes a jueves, mañanas, de 10 a 13 y de 16:30 a 18:30 horas. Viernes, de 10 a 13 horas. Julio y agosto cerrado.  Fuera de este horario el centro permanecerá abierto durante la celebración de las actividades que se programen.",1,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=357a1e79ee71c010VgnVCM1000000b205a0aRCRD,OPORTO,AVENIDA,V,78,MADRID,MADRID,28019,2,OPAÑEL,11,Carabanchel,https://wikidata.org/entity/Q1001991,438232,4470949,40.38684744124125,-3.727740326743959
1924,Centro Sociocultural Rafael de León (Fuencarral - El Pardo),Not informed Value,Horario del centro: de lunes a viernes de 9 a 14 y de 16 a 21  h  Secretaría Talleres: de lunes a jueves de 9 a 14:30 y de 16:30 a 19:30 h.   viernes de 9 a 13:30 y de 16 a 18 h.,1,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=7e0b1e79ee71c010VgnVCM1000000b205a0aRCRD,ISLA DE ONS,CALLE,V,14,MADRID,MADRID,28035,3,PEÑA GRANDE,8,Fuencarral-El Pardo,https://wikidata.org/entity/Q656196,438850,4481314,40.48025613358832,-3.7214686777952974
43311,Centro Sociocultural Rosario de Acuña (Latina),Información general en el teléfono: 91 464 93 04. Correo electrónico: cccalasanz@madrid.es . Información sobre cursos y talleres en los siguientes enlaces:   Plataforma cursos y talleres Ayuntamiento de Madrid.  Trámites cursos y talleres Ayuntamiento de Madrid.,Horario de verano:     De julio a septiembre es de 9 a 21 h. de lunes a viernes.    Salas de lectura abiertas de 9:30 a 20:30. h.   Horarios de apertura del centro:  Lunes a Viernes de 9:30 a 21 horas. Sábados de 10 a 13 horas.  Horario de atención al público:  Lunes a Viernes de 10 a 13 horas.,1,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=2bae598d1351c010VgnVCM1000000b205a0aRCRD,MARIA DEL CARMEN,CALLE,V,65,MADRID,MADRID,28011,2,PUERTA DEL ANGEL,10,Latina,https://wikidata.org/entity/Q794954,437830,4473132,40.40647389284976,-3.7327010920242043
1950,Centro Sociocultural San Cristóbal de los Ángeles (Villaverde),Not informed Value,"El Centro Sociocultural San Cristóbal estará abierto de 9:00 a 21:00 h ininterrumpidamente, de lunes a viernes, excepto en el mes de agosto que permanecerá cerrado para el público. Solamente estará abierto para la actividad de `Viva el verano&amp;acute;. Horario de atención al público, de lunes a jueves de 9:00 a 13:00  h y de 16:00 a 18:00  h y viernes de 9:00 a 13:00 horas. Horario de Navidad:  de 9:00 a 13:00 horas, de lunes a viernes. Durante el mes de julio solamente estará atendido por Auxiliares de información.",1,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=7f4a79262ef5d010VgnVCM1000000b205a0aRCRD,PINAZO,PLAZA,V,9,MADRID,MADRID,28021,2,SAN CRISTOBAL,17,Villaverde,https://wikidata.org/entity/Q919536,441460,4466191,40.34233618931469,-3.6905504735084342
1935,Centro Sociocultural San Fermín (Usera),Not informed Value,"De lunes a viernes, de 10 a 14 y de 16 a 19 horas. Julio, de lunes a viernes, de 9 a 16 horas.  Fuera de este horario el centro permanecerá abierto durante la celebración de las actividades que se programen.",1,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=1b5b1e79ee71c010VgnVCM1000000b205a0aRCRD,ESTAFETA,CALLE,V,33,MADRID,MADRID,28041,3,SAN FERMIN,12,Usera,https://wikidata.org/entity/Q953368,441247,4469238,40.371654294908154,-3.692056897625109
117716,Centro Sociocultural Santa Petronila (Villaverde),Not informed Value,"El Centro Sociocultural Santa Petronila estará abierto de 9:00 a 21:30 h ininterrumpidamente, de lunes a viernes, y los sábados de 9:30 a 13:00. Agosto permanece cerrado. Horario de atención al publico, secretaría:  lunes a viernes de 9:30 a 14:00 h y de lunes a jueves de 16 a 18 horas. Durante el mes de julio el horario será de 9:00 a 14:00 horas, de lunes a viernes. Teléfonos de atención al público; Información General: 917 791 204 ó ccspetronila@madrid.es Administración: 917 100 309 y 917 109 228",1,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=03f7cbf06c81c010VgnVCM1000000b205a0aRCRD,MARIA MARTINEZ OVIOL,CALLE,V,12,MADRID,MADRID,28021,4,LOS ROSALES,17,Villaverde,https://wikidata.org/entity/Q919536,441277,4466932,40.35087114162283,-3.691508909255186
1937,Centro Sociocultural Talleres de Creatividad (Puente de Vallecas),Not informed Value,"De lunes a viernes, de 9 a 13:45 y de 17 a 18:45 horas. Julio, de lunes a viernes, de 9 a 14 horas. Agosto cerrado.   Fuera de este horario el centro permanecerá abierto durante la celebración de las actividades que se programen.",0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=b7ab1e79ee71c010VgnVCM1000000b205a0aRCRD,SIERRA CARBONERA,CALLE,V,74,MADRID,MADRID,28053,2,SAN DIEGO,13,Puente de Vallecas,https://wikidata.org/entity/Q2003054,443532,4471268,40.39010138870244,-3.6653235716960015
1971,Centro Sociocultural Teresa de Calcuta (Barajas),Not informed Value,"De lunes a viernes, de 9 a 14 y de 15 a 17 horas.  Fuera de este horario el centro permanecerá abierto durante la celebración de las actividades que se programen.",1,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=f50e1e79ee71c010VgnVCM1000000b205a0aRCRD,NAVIO,PLAZA,V,4,MADRID,MADRID,28042,1,ALAMEDA DE OSUNA,21,Barajas,https://wikidata.org/entity/Q807230,450174,4478461,40.455320740232835,-3.5876301858469386
1948,Centro Sociocultural Tetuán,Not informed Value,"De lunes a jueves, de 9:30 a 13:30 y de 16:30 a 18 horas. Viernes de 9:30 a 13:30 horas. Julio, solo mañanas. Agosto cerrado.   Fuera de este horario el centro permanecerá abierto durante la celebración de las actividades que se programen.",1,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=0ecb1e79ee71c010VgnVCM1000000b205a0aRCRD,BRAVO MURILLO,CALLE,V,251,MADRID,MADRID,28020,6,BERRUGUETE,6,Tetuán,https://wikidata.org/entity/Q1773540,440628,4478947,40.45907909580629,-3.7002532146213043
1923,Centro Sociocultural Valle Inclán (Fuencarral - El Pardo),Not informed Value,Centro: de lunes a viernes de 9 a 14 y de 16 a 21 h  Secretaría Talleres: de lunes a viernes de 9 a 13:30 y de 16 a 18.,1,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=aa1c1e79ee71c010VgnVCM1000000b205a0aRCRD,ARZOBISPO MORCILLO,CALLE,V,7,MADRID,MADRID,28029,5,LA PAZ,8,Fuencarral-El Pardo,https://wikidata.org/entity/Q656196,441233,4481384,40.48106787416528,-3.6933504628706095
1908,Centro Sociocultural Valverde (Fuencarral - El Pardo),Not informed Value,Centro: de lunes a viernes de 9 a 14 y de 16:30 a 22 h  Secretaría: de lunes a viernes de 9 a 13:30 y de 16:30 a 18:30 h.,1,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=f04c1e79ee71c010VgnVCM1000000b205a0aRCRD,ISLAS AZORES,PLAZA,V,1,MADRID,MADRID,28034,6,VALVERDE,8,Fuencarral-El Pardo,https://wikidata.org/entity/Q656196,441699,4482933,40.49504564211655,-3.6880070256093758
4679597,Centro Sociocultural Vicálvaro,Not informed Value,"De lunes a viernes, de 9 a 14 horas y de 17 a 19 horas.  De 15 junio a 31 julio y de 1 a 15 septiembre, de lunes a viernes, de 9 a 14 horas. Semana San Isidro, de lunes a viernes, de 9 a 14 horas. Agosto cerrado.  Fuera de este horario el centro permanecerá abierto durante la celebración de las actividades que se programen.",0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=05ec3ef2c5ff5110VgnVCM1000000b205a0aRCRD,LAGO TITICACA,CALLE,V,10,MADRID,MADRID,28032,1,CASCO H.VICALVARO,19,Vicálvaro,https://wikidata.org/entity/Q589403,448368,4472576,40.40219442341818,-3.6084585863003733
1996,Centro Sociocultural Ágata (Villaverde),Not informed Value,El horario del Centro Sociocultural Ágata es: de lunes a viernes de 8:30 a 21:30 horas  y los sábados de 9:30 a 13:30 horas. El horario de secretaría es: de lunes a viernes de 9:00  a 13:30 horas  y  el horario de tarde lunes miércoles y jueves de 17:00 a 19:30 horas.  Durante el mes de  julio  y Navidad el horario de secretaría será  de 9:00 a 14:00 horas.  Teléfono del Centro Sociocultural: 91 710 93 00. Teléfono de Secretaría: 91 710 92 00.,1,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=d9743d0b5e71c010VgnVCM1000000b205a0aRCRD,DOCTOR MARTIN AREVALO,CALLE,V,2,MADRID,MADRID,28021,,SAN ANDRES,,Villaverde,https://wikidata.org/entity/Q919536,442001,4471735,40.34636268334182,-3.708524395897377
1916,Centro de Cultura Contemporánea Conde Duque,"El Centro de Cultura Contemporánea Condeduque, de adscripción municipal, se plantea como un espacio de acceso a la cultura contemporánea a través de una programación diversa e innovadora. Un lugar de vida, un centro público para difundir y compartir prácticas artísticas y culturales, abierto a toda la ciudadanía de Madrid.","Centro: lunes a sábado, de 9 a 21 horas. Domingos y festivos, de 10:30 a 14 horas. Lunes, cerrados las salas exposiciones y las taquillas. Cerrado 24, 25 y 31 diciembre y 1 enero.   Exposiciones: martes a sábado, de 10 a 14 y de 17:30 a 21 horas. Domingos y festivos, de 10:30 a 14 hotas.   Taquilla: de 17:30 a 20:30 horas, de martes a viernes. Los fines de semana la taquilla abrirá dos horas antes del inicio de la función.",1,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=64463d0b5e71c010VgnVCM1000000b205a0aRCRD,CONDE DUQUE,CALLE,V,9,MADRID,MADRID,28015,5,UNIVERSIDAD,1,Centro,https://wikidata.org/entity/Q1763376,439723,4475438,40.42739911262292,-3.710589286287491
11526686,Centro de Educación Ambiental y Cultural Maris Stella (Usera),Not informed Value,"Octubre a marzo   De martes a sábado de 10 a 14 y 15:30 a 18 horas. Domingos  y festivos, de 10 a 14:0 horas.   Abril, mayo, junio y septiembre   De martes a sábado, de 10 a 14 y de 17 a 19:30 horas.  Domingos  y festivos, de 10 a 14 horas.    Julio   De martes a domingo y festivos, de 10 a 14 horas.   Agosto cerrado.",1,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=85205619bc23d710VgnVCM2000001f4a900aRCRD,DOCTOR TOLOSA LATOUR,CALLE,V,16,MADRID,MADRID,28026,7,PRADOLONGO,12,Usera,https://wikidata.org/entity/Q953368,440301,4469524,40.374166248648216,-3.7032220308808577
6013703,CentroCentro,"CentroCentro es un centro público de cultura y ocio conectado con la ciudad y la vida urbana, ubicado en el emblemático Palacio de Cibeles, antiguo Palacio de Comunicaciones, sede actual del Ayuntamiento de Madrid. Su propuesta plantea el diálogo entre disciplinas &amp;ndash;diseño, ilustración, arte, fotografía, urbanismo, arquitectura, música, literatura, historia&amp;ndash; con el objetivo de activar el pensamiento crítico ante los desafíos del presente y del futuro. Su programación busca generar nuevos modos de relacionarnos con la cultura, desde la reflexión intelectual y desde la diversión, provocando la curiosidad de un público cada vez más diverso. CentroCentro un espacio vivo y efervescente. Lo vertebran: la arquitectura y la historia que lo envuelven, la creatividad que llena sus salas y las actividades que hacen vibrar el palacio. En CentroCentro hay exposiciones, conciertos, talleres, visitas guiadas, eventos, el Centro de Interpretación del Paisaje de la Luz, un punto de información turística, tienda, cafetería y restaurante, áreas sociales y un mirador con vistas únicas. Aquí siempre encontrarás un buen plan. CentroCentro hace de Madrid su foco y materia básica de estudio; tarjeta de presentación de la ciudad, desde el corazón del Paseo del Arte, quiere ser la mejor estación de llegada y de partida para conocer y sentir su pulso cultural.","Exposiciones   Martes a domingo: de 10 a  20 horas. Las salas se desalojarán 15 minutos antes del cierre del centro. Cerrado todos los lunes, 1 y 6 de enero, 1 de mayo y 24, 25 y 31 de diciembre. 5 de enero abierto en horario de mañana.",1,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=5ff519cd7bcee210VgnVCM1000000b205a0aRCRD,CIBELES,PLAZA,V,1,MADRID,MADRID,28014,5,LOS JERONIMOS,3,Retiro,https://wikidata.org/entity/Q2002296,441277,4474496,40.41902261618159,-3.692188193693138
10799518,Espacio Abierto Quinta de los Molinos,Not informed Value,"De 10 a 20 horas, de miércoles a domingos. Horario de verano (julio y agosto): De 10 a 21 horas, de miércoles a domingos. Festivos cerrado.","1,6",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=80ddc8acadd56610VgnVCM2000001f4a900aRCRD,JUAN IGNACIO LUCA DE TENA,CALLE,V,20,MADRID,MADRID,28027,8,EL SALVADOR,20,San Blas-Canillejas,https://wikidata.org/entity/Q2001937,446636,4477644,40.44774002225867,-3.6292874542291638
11575320,"Espacio Cultural Núñez de Balboa, 40 (Salamanca)",Not informed Value,"Horario de atención al público:  De lunes a viernes de 7:45 a 20:45 horas. Sábados de 9:30 a 14 horas y de 16 a 20:45 horas. Domingos de 9:30 a 20:45 horas.  Julio, agosto y septiembre:  De lunes a viernes: horario de apertura al publico 7:45 a 20:45 horas. Sábados y domingos cerrado.  Fuera de este horario el centro permanecerá abierto durante la celebración de las actividades que se programen.",1,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=aab225880cd6e710VgnVCM2000001f4a900aRCRD,NUÑEZ DE BALBOA,CALLE,V,40,MADRID,MADRID,28001,1,RECOLETOS,4,Salamanca,https://wikidata.org/entity/Q1773521,442103,4475356,40.426826159507435,-3.6825349481985135
