name,address1,address2,address3,borough_name,website,os_addressbase_uprn,borough_code,ward_2022_name,ward_2022_code,latitude,longitude,easting,northing
Crafts Council Gallery,44a Pentonville Road,London,N1 9BY,Islington,https://www.craftscouncil.org.uk/gallery,10093109726,E09000019,Barnsbury,E05013698,51.532143,-0.10854254,531292.2095999997,183165.6849000007
Harlesden High Street,57 High Street,Harlesden,NA,Brent,https://harlesdenhighstreet.com/,202086111,E09000005,Harlesden & Kensal Green,E05013501,51.535877,-0.24704201,521676.3552000001,183341.71780000068
Mimosa House,47 Theobalds Rd,London,NA,Camden,https://www.mimosahouse.co.uk/about,5087474,E09000007,Holborn & Covent Garden,E05013662,51.520009,-0.11840017,530643.2308999998,181798.74880000018
A.P.T Gallery,"6, Creekside",Deptford,London,Lewisham,aptstudios.org,100023280460,E09000023,Deptford,E05013719,51.476401,-0.021522751,537495.1997999996,177126.8970999997
QUEER BRITAIN,2 Granary Square,King's Cross,London,Camden,https://queerbritain.org.uk/,5158488,E09000007,King's Cross,E05013666,51.535701,-0.12398221,530211.2182,183533.77099999972
Xxijra Hii,Enclave 4,50 Resolution Way,NA,Lewisham,https://xxijrahii.net/,10090784822,E09000023,Deptford,E05013719,51.478455,-0.024386142,537290.1944000004,177349.92799999937
Gallery No.32,Manor Way,Bexley,,Bexley,https://www.galleryno32.co.uk/,No UPRN found,E09000004,St Mary's & St James,E05011229,51.43838545,0.1443602,549137.9828000003,173223.96660000086
Cygnet Sq (TACO!),"Cygnet Sq, SE2 9FA",,,Bexley,https://taco.org.uk/Cygnet-Square,10094789589,E09000004,Thamesmead East,E05011232,51.49767,0.12293996,547458.0597000001,179772.96220000088
Boston Manor House,"Boston Manor Road, Brentford TW8 9JX",,,Hounslow,https://www.hounslow.gov.uk/info/20174/heritage_and_arts/1855/historic_houses,10091692535,E09000018,Brentford West,E05013608,51.491907,-0.31842078,516838.4877000004,178335.95470000058
Hogarth's House,"Hogarth Lane, Great West Road, W4 2QN",,,Hounslow,https://hogarthshouse.org,100023518941,E09000018,Chiswick Homefields,E05013610,51.487015,-0.25502369,521252.42640000023,177894.9003999997
Bow Street Police Museum,"28 Bow Street, Martlett Ct, WC2E 7AW",,,Westminster,https://bowstreetpolicemuseum.org.uk,No UPRN found,E09000033,St James's,E05013806,51.51339717,-0.121768577,530428.4271,181057.50569999963
