farmacia_nro_soe;titular_nombre;direccion_vial_tipo;direccion_vial_nombre;direccion_vial_nro;municipio_nombre;localizacion_coordenada_x;localizacion_coordenada_y
1564;Beatriz Izquierdo Alonso;CALLE;de Verdaguer y García;44;Madrid;444540;4476841
1565;Rosa Mª Calle Rubio;CALLE;de Santa Escolástica;1;Madrid;440592;4468235
1566;Esteban Martin-Barrios Madrazo;CALLE;del Campo de la Torre;1;Madrid;448479;4472139
1567;Laura Santos Roldan;CALLE;de Lardero;7;Madrid;448137;4473533
1568;Juana Adan Robles;CALLE;de la Plata;10;Madrid;439969;4466651
1569;Elena Azuara Hernanz;CALLE;de la Serena;270;Madrid;443283;4469870
1570;Pablo Fernandez Piñar;AVDA;del Cardenal Herrera Oria;241;Madrid;439035;4481442
1571;Cristina Muñoz Garcia;CALLE;de Santa Prisca;9;Madrid;445023;4475387
1572;Ignacio Ramos Esteban;AVDA;de las Ciudades;10;Getafe;438518;4463302
1573;Basiano Salcedo Peris;AVDA;del Camino de Santiago;45;Madrid;443066;4484412
1574;Maria Victoria Rodriguez Garcia;CALLE;de la Virgen de Icíar;5;Alcorcón;429694;4466387
1575;Araceli Nocedal Gallego;CALLE;de Ciudad Real;24;Madrid;440952;4472396
1576;Inmaculada Ruiz Alarma;CALLE;San Nicolás;9;Leganés;435464;4464665
1577;Maria Cristina Blazquez Recuero;AVDA;de Nuestra Señora de Fátima;97;Madrid;436450;4470078
1578;Maria Del Sagrario Vaquero Galvan;CALLE;de Torregrosa;23;Madrid;444995;4480301
1579;Maria Bienvenida Sanchez Guerrero;CALLE;del Jazmín;16;Madrid;443402;4480934
1580;Cristina Matheo Iglesias;CALLE;Hernán Cortés;2;Leganés;434791;4464051
1581;Isabel Monroy Gutierrez;AVDA;Francisco Javier Sauquillo;32;Fuenlabrada;432838;4459590
1582;Mª Isabel Ayuso Moran;CALLE;de Peironcely;12;Madrid;443094;4470367
1583;Maria Carmen Pariente Mazarracin;CALLE;Doctor la Calle;5;Valdemoro;442377;4449141
1584;Maria Luisa Aparicio Alonso;CALLE;de Almagro;46;Madrid;441363;4475996
1585;Maria Martin Mas;CALLE;de Seseña;72;Madrid;434869;4471947
1586;Maria Luz Cobo Velayos;AVDA;de Santa Eugenia;35;Madrid;448019;4470589
1587;Iria Alonso Rodríguez;CALLE;de Juan Carlos I;38;Boadilla del Monte;425495;4473270
1588;Maria Anunciacion Perez De Mendoza Cortes;CALLE;de Orense;83;Madrid;441119;4479048
1589;Marta  Cuesta  Lopez;CALLE;de Efigenia;25;Madrid;449170;4472768
1590;Margarita Mittelbrunn Garcia;CALLE;de Biosca;2;Madrid;444902;4480175
1591;Lara De Prada Fernandez;AVDA;de Madrid;18;San Agustín del Guadalix;448165;4503360
1592;Beatriz Blazquez Checa;CALLE;de Calahorra;56;Madrid;448059;4473277
1593;Juan Antonio Trilleros Jimenez;CALLE;de Juan Alonso;6;Madrid;436714;4470952
1594;Mª Jesus Prieto Fernandez;CALLE;de Venancio Martín;45;Madrid;444177;4472019
1595;Maria Alicia Robres Garcia;CALLE;de Pedro Laborde;92;Madrid;444594;4470612
1596;Jose Manuel Valerio Davila;CALLE;de Conrado del Campo;5;Madrid;445964;4477056
1597;Catalina Alhambra Chaparro;CALLE;de Espronceda;43;Madrid;441226;4476882
1598;Angel Caballero Gomez;CALLE;de la Constitución;42;Alcobendas;446068;4488206
1599;Irene Sepulveda Castelo;CALLE;de la Coruña;1;Becerril de la Sierra;416494;4507661
1600;Alicia Garcia Exposito;CALLE;del Carril del Conde;100;Madrid;444624;4479304
1601;Marta Albizua Huarte;CALLE;de San Fortunato;27;Madrid;441473;4469445
1602;Adelaida Corrales Sendino;PLAZA;de Sierra del Cerro Santo;1;Alcorcón;430275;4466704
1603;Jesus Daniel Gordillo De Los Santos;CALLE;de Cebreros;92;Madrid;436300;4472937
1604;Pablo Vicente Valor;AVDA;de la Aviación;83;Madrid;434417;4469605
1605;Victor Mª Jara Fuente;CALLE;de la Corbeta;8;Madrid;450278;4478587
1606;Fernando Martin-Barrios Madrazo;AVDA;del Ensanche de Vallecas;55;Madrid;448908;4468473
1607;Marta Otero  Doblas;CALLE;de Leganitos;10;Madrid;439784;4474774
1608;Teresa Gil Vilches;CALLE;de las Casqueras;15;Camarma de Esteruelas;467946;4488671
1609;Paloma Stoger Perez;CALLE;de Quero;19;Madrid;435421;4471535
1610;Jose Luis Tuset De Los Rios;CALLE;de Silvano;137;Madrid;446695;4479314
1611;Mª Del Carmen Lopez Molto;CALLE;de Valdetorres de Jarama;6;Madrid;445225;4480246
1612;Jose Mª Perez Cozar;CALLE;del Puerto de Cotos;9;Madrid;444128;4472451
1613;Julia Isabel Lopez Olmeda;CALLE;de Dagua;4;Madrid;446281;4480373
1615;Jaime Camacho Cherp;CALLE;de la Princesa;28;Alcorcón;429297;4466634
1616;Monica Enriquez Paraled;CALLE;del Parque Eugenia de Montijo;80;Madrid;436205;4470178
1617;Manuel Recuerda Moreno;CALLE;Pío XII;14;Parla;435007;4454670
1618;Edelmira Ciudad Morano;AVDA;de Entrevías;100;Madrid;443701;4469870
1619;Maria De La Paloma Perez Ruiz;CALLE;de Villalobos;38;Madrid;444649;4470227
1620;Concepcion Sanz Bernabe;AVDA;de la Constitución;43;Móstoles;426792;4464316
1621;Ramiro Sanz Bueno;CALLE;de Luis Vives;14;Madrid;442692;4477293
1622;Mª Carmen Lopez Velasco;CALLE;Once;7;Madrid;449629;4477279
1623;Daniel Molpeceres Prieto;AVDA;Reyes Católicos;21;Alcalá de Henares;468285;4480770
1625;Almudena Lopez Fernandez Del Campo;CALLE;de Circe;42;Madrid;448105;4476918
1626;Cesar Valera Arnanz;CALLE;de Emilio Ferrari;91;Madrid;445808;4475524
1627;Maria Josefa Fermosel Diaz;PASEO;de la Habana;79;Madrid;442245;4478646
1628;Jovita Freire Escobar;PASEO;de la Chopera;63;Madrid;440887;4471546
1629;Amalia Mercedes Sanchez Soto;CALLE;de la Infanta María Teresa;10;Madrid;442239;4478373
1630;Irene Castell Martin;CALLE;de Colombia;53;Madrid;443184;4478742
1631;Silvia Menéndez Carretero;CALLE;de Lumbreras;9;Madrid;447779;4473053
1632;Victor Camus Tirilonte;CALLE;de Santa Cruz de Retamar;13;Madrid;445154;4470337
1633;Concepcion Rufo Barrio;CALLE;del Ansar;16;Madrid;437310;4472856
1634;Mª Carmen Mijimolle Cuadrado;AVDA;Doctor Mendiguchia Carriche;23;Leganés;434349;4464928
1635;Mª Cristina Guerras Perez;CALLE;de Joaquín Turina;41;Madrid;435483;4469333
1636;Araceli Solis Villa;CALLE;de San Martín de Porres;41;Madrid;438268;4480077
1637;Amalia Perez Romero;CALLE;de Sargento Barriga;10;Madrid;440142;4466084
1638;Juan Miguel Surribas Fernandez Salguero;AVDA;de la Ilustración;56;Velilla de San Antonio;458743;4468798
1639;Jesus Morales Yera;AVDA;de Buenos Aires;52;Madrid;444543;4470849
1640;Alvaro Moreno Sanchez;PLAZA;de la Villa;8;Soto del Real;433614;4511697
1641;Maria Eugenia Garcia Vazquez;CALLE;de Valle Inclán;58;Madrid;434208;4469784
1642;Miguel Angel Garcia Hernandez;CALLE;de Camarena;97;Madrid;435893;4471670
1643;Belen Solis Garcia;CALLE;de Entre Arroyos;23;Madrid;444475;4473238
1644;Itziar De Eguia Guerra;CALLE;de Fray José Cerdeiriña;39;Madrid;433845;4470750
1645;Maria Josefa Rivas Perez-Coca;CALLE;de la Marroquina;7;Madrid;444771;4473132
1646;Consuelo Diaz Sanchez-Reseco;CALLE;del General Millán-Astray;13;Madrid;434912;4470070
1647;Francisco Javier Juan Alzamora;CALLE;de Ibor;4;Madrid;443116;4469469
1648;Soledad Gutierrez Ugalde;CALLE;de la Isla de Arosa;43;Madrid;439199;4481479
1649;Paloma Escobar Jerez;CALLE;de las Moreras;111;Aranjuez;449396;4431856
1650;Paula María Venegas Reyes;CALLE;Nuestra Señora de los Ángeles;5;Leganés;434424;4464172
1651;Ana Mª Alcobendas Rueda;CALLE;de la Arenaría;11;Madrid;439167;4469787
1652;Ana Isabel Aparicio Calleja;CALLE;del Doctor Esquerdo;150;Madrid;442908;4472798
1653;Cristina Ayuso Bautista;CALLE;de Mario Cabré;11;Madrid;446010;4473140
1654;Mercedes Garcia-Escribano Martinez;CALLE;de Ocaña;59;Madrid;435949;4470718
1655;Almudena Carmen Pastor Lopez;CALLE;de Alfonso Rodríguez Castelao;36;Madrid;;
1656;Ana Isabel De Miguel Lapeña;CALLE;de Rueza;36;Madrid;436095;4472830
1657;Raquel Rojo Diez;CALLE;del Doctor Criado;15;Madrid;440232;4466622
1658;Inmaculada Peña Rodríguez;CALLE;del Poeta Joan Maragall;5;Madrid;441261;4478349
1659;Almudena Otero Fernandez;CALLE;de Alameda del Valle;23;Madrid;447211;4468661
1660;Cristina Sanz Fernandez;CALLE;de López de Hoyos;66;Madrid;442482;4476975
1661;Estrella Gallego Nieto;CALLE;de Maqueda;83;Madrid;435274;4471423
1662;Maria Cruz Merinero Rodriguez;CALLE;de Riscos de Polanco;12;Madrid;438774;4481879
1663;Maria Martinez Lopez;AVDA;de los Poblados;170;Madrid;440856;4469122
1664;Pilar Peñas Amo;CALLE;de Tiscar;3;Madrid;443471;4469956
1665;Mª Del Carmen Romero Martin;CALLE;de Corazón de María;3;Madrid;443074;4476919
1666;Elena Camacho Salas;AVDA;de Entrevías;140;Madrid;443937;4469743
1667;Ana Maria Vazquez Ramos;CALLE;de la Duquesa de Parcent;82;Madrid;436366;4471980
1668;Julian Pozuelo Pinilla;CALLE;del Cabo Suceso Terrero;3;Madrid;437984;4472030
1669;Mª Concepcion Bermejo Arnanz;AVDA;del Padre Piquer;42;Madrid;434874;4471503
1670;Maria Carmen Carpintero Artiaga;CALLE;de San Onofre;35;San Sebastián de los Reyes;446743;4489113
1671;Pablo Altozano Soler;CTRA;de Canillas;47;Madrid;445201;4479427
1672;Ana Isabel De La Torre Ortego;AVDA;de Santo Domingo de la Calzada;11;Madrid;443515;4484006
1673;Marta Alvarez Rebollo;CALLE;de Mota del Cuervo;76;Madrid;446599;4479552
1674;Silvia Simon Serna;CALLE;de la Encomienda de Palacios;178;Madrid;445420;4472231
1675;Alvaro  De La Rica Rodas;CALLE;de Javier de Miguel;116;Madrid;444407;4470672
1676;Cristina Sanchez Santodomingo;CALLE;de La del Manojo de Rosas;95;Madrid;440689;4467182
1677;Mª Del Pilar Casado Gonzalez;CALLE;de Antonio Ponz;13;Madrid;445392;4475475
1678;Pedro Maria Larrea Perez-Lobo;PLAZA;de los Reyes Magos;6;Madrid;442601;4473271
1679;Cecilia Clara Gomez Day;CALLE;de la Isla de Tavira;22;Madrid;439092;4481454
1680;Julio Antonio Sanz Pelufo;AVDA;de Monforte de Lemos;109;Madrid;440062;4481112
1681;Leticia Ruiz Granados;AVDA;del Ejército;32;Arganda del Rey;462128;4461355
1682;Francisco De Borja Alonso Nestares;CALLE;de Téllez;17;Madrid;442305;4472675
1683;Maria Cristina Diez Diaz;CALLE;Príncipe de la Paz;24;Aranjuez;448116;4431436
1684;Ana Sanchez Otero;CALLE;de Juan de Austria;1;Madrid;440698;4475908
1685;Beatriz Matilde Jimenez De La Peña Armada;CALLE;de San Delfín;3;Madrid;439953;4471826
1686;Herenia Gonzalez Chamero;CALLE;de José de Cadalso;15;Madrid;434502;4470451
1687;Maria Angeles Martinez Villanueva;CALLE;de Ledesma;46;Madrid;445140;4475645
1688;Maria Carmen San Jose Garcia;CALLE;de José de Cadalso;80;Madrid;434730;4469934
1689;Mercedes Lopez Gonzalez;CALLE;de la Constitución;82;Alcobendas;445793;4488371
1690;Mª Victoria Pazos Francos;CALLE;de Monasterio de Sobrado;2;Madrid;441414;4484474
1691;Cristina Martinez Hernandez;AVDA;de Buenos Aires;23;Getafe;437449;4464425
1692;Lourdes Gomez Escobar;CALLE;Mármol;15;Torrejón de Ardoz;460314;4477889
1693;Rafael Contreras Corrales;AVDA;de Europa;s/n;Alcorcón;427454;4466463
1694;Eva Mª Dopico Martinez;CALLE;de las Islas Cíes;37;Madrid;439001;4481300
1695;Elena Díaz Baquero;CALLE;de Aldeanueva de la Vera;19;Madrid;434120;4469939
1696;Cristina Montoro Diaz;AVDA;de la Peseta;70;Madrid;435898;4468190
1697;Jesus Rios Gonzalez;CALLE;de los Montes Alberes;2;Madrid;447443;4469436
1698;Carmen Desmonts Salazar;CTRA;de Fuencarral a Alcobendas;16;Madrid;442739;4485004
1699;Maria Jose Fontela Redondo;CALLE;de José del Prado y Palacio;5;Madrid;444524;4473438
1700;Rebeca Perea Varela;PASEO;de Extremadura;59;Madrid;437964;4473801
1701;Raquel Sanchez Mentrida;CALLE;de Ginzo de Limia;54;Madrid;440356;4481169
1702;Jorge Lorenzo Manso Garcia;CALLE;del Corregidor José de Pasamonte;27;Madrid;445068;4473575
1703;Marta Vidal Bañon;CALLE;de Silvio Abad;14;San Sebastián de los Reyes;446892;4488265
1704;Jose Maria Diaz Vidal;CALLE;del Arte Figurativo;4;Madrid;449952;4467991
1705;Maria Mercedes Garcia-Morales Rodriguez-Arias;CALLE;de Félix Boix;1;Madrid;441612;4479436
1706;Antonio Matji De Arroquia;CALLE;de María de las Mercedes de Borbón;178;Madrid;447676;4482676
1707;Beatriz Fernandez Galan;CALLE;del Poeta Joan Maragall;35;Madrid;441295;4478927
1708;Mª Jesus Bautista Revilla;CALLE;de Cantalejo;3;Madrid;437175;4480821
1709;Almudena Infante Cano;PLAZA;de la Moraleja;s/n;Alcobendas;444850;4485183
1710;Mª Del Carmen Garcia Palencia;CALLE;Zaragoza;8;Getafe;439286;4462576
1711;Elena Corbalan Sanchis;CALLE;de José Cabrera;11;Madrid;435633;4469515
1712;Nicolas Abadia San Martin;CALLE;de Villajoyosa;74;Madrid;441297;4467535
1713;Aranzazu Lopez Esteban;CALLE;de la Presa;38;San Fernando de Henares;455142;4475457
1714;Maria Jesus Merino Fernandez;AVDA;de la Aviación;109;Madrid;434601;4469580
1715;Lourdes Alejandra Galdon Muncharaz;AVDA;de la Hispanidad;S/N;Madrid;451887;4480062
1716;Maria Ursula Puche Diaz;CALLE;de Ercilla;48;Madrid;440484;4472466
1717;Maria Espinosa De Los Monteros Churruca;CALLE;de Caunedo;57;Madrid;446337;4476627
1718;Sara Valverde Montero;AVDA;del Dos de Mayo;37;Móstoles;425985;4463627
1719;Jose Mª Guillen Jerez;CALLE;de Ramonet;12;Madrid;443789;4480048
1720;Vicente Bellido Alonso;CALLE;Martina García;22;Fuente el Saz de Jarama;456627;4498411
1721;Raquel Tovar Breña;CALLE;de Ocaña;93;Madrid;435898;4470914
1722;Felix Martinez Lopez-Brea;CALLE;de la Secoya;3;Madrid;437151;4469433
1723;Cristobal Javier Lopez De La Manzanara Cano;AVDA;de España;48;Getafe;438800;4462860
1724;Javier Saenz Feijoo;AVDA;de Canillejas a Vicálvaro;72;Madrid;448136;4475620
1725;Ana Mª Montilla Quero;CALLE;de Ramón Gómez de la Serna;99;Madrid;438380;4481693
1726;Mª Mar Serrano Duque;CALLE;de O'Donnell;63;Madrid;443211;4474746
1727;Maria Jesus Fernandez Nieto;CALLE;de Villamanín;31;Madrid;436177;4473221
1728;Dolores Gonzalez Jimenez;CALLE;de César González Ruano;17;Madrid;444515;4476746
1729;Antonio Aguado Gil;CALLE;de San Claudio;53;Madrid;445685;4471308
1730;Mario Garcia Garcia;CALLE;de Entre Arroyos;1;Madrid;444308;4473358
1731;Rafael Moranchel Adan;CALLE;General Dávila;2;Alcorcón;430927;4466718
1732;Mª Victoria Cecilia Fernandez Fernandez;CALLE;de Chile;23;Madrid;442700;4478940
1733;Inmaculada Marin Romano;AVDA;Rigoberta Menchú;17;Getafe;439166;4463885
1734;María Del Carmen López Serrano;CALLE;de Allariz;6;Madrid;435963;4468829
1735;Maria Eugenia Hernandez Suarez;CALLE;Barcelona;24;Móstoles;427255;4464161
1736;Mª Angeles Del Yerro Callejo;CALLE;Río Duero;13;Leganés;434877;4465240
1737;Constantino Grande Gil;CALLE;de Sahagún;18;Alcorcón;430372;4467462
1738;Marta Beatriz Fernandez Fernandez;CALLE;de Mingorria;10;Madrid;433739;4471759
1739;Jose Manuel Rollan Vazquez;CALLE;de Llanos de Escudero;37;Madrid;445782;4475327
1740;Maria Dolores Perez Nuñez;CALLE;de Cervantes;12;Móstoles;426938;4464609
1741;Maria Jesus Sarrion Pelous;AVDA;de Concha Espina;67;Madrid;442462;4478148
1742;Begoña Yuste Tardez;CALLE;de Peñas Largas;9;Madrid;447253;4469416
1743;Irene Alcaraz Torres;CALLE;del Conde de la Cimera;2;Madrid;439417;4477584
1744;Fabio Fonseca Moas;CALLE;de Viridiana;12;Madrid;444370;4469956
1745;Marta Cruz Puerto;CALLE;de Caleruega;2;Madrid;443238;4481050
1746;Beatriz Escobar Gonzalez;PASEO;de la Habana;206;Madrid;442403;4479602
1747;Monica Ortiz Cano;AVDA;de Lisboa;18;Coslada;454000;4474280
1748;Maria Covadonga Fernandez Gomez;CALLE;de Blas Cabrera;71;Madrid;434318;4470079
1749;Isabel Rosillo Grinda;CALLE;de Albalá;9;Madrid;447584;4476469
1750;Susana Romero Garcia;CALLE;Libertad;45;Torrejón de Ardoz;459166;4479113
1751;Margarita Pestaña Zabala;CALLE;de la Villa de Marín;4;Madrid;440711;4480815
1752;Luis Gonzaga Azcarate Salas;AVDA;de Ramón y Cajal;111;Madrid;444047;4478401
1753;Blanca Riudavets Montes;CALLE;de San Claudio;99;Madrid;445824;4471118
1754;Maria Jose Viñuelas Adanez;AVDA;de Ramón y Cajal;101;Madrid;443834;4478329
1755;Mª Jose Pontide Gomez;CALLE;de San Luciano;9;Madrid;440727;4468355
1756;Rafael Revuelta De Rojas;CALLE;los Lirios;;Alcorcón;431857;4467243
1757;Irene De Fuentes De Fuentes;CALLE;de Alfredo Marquerie;23;Madrid;440541;4482057
1758;Francisco De La Santisima Trinidad Precioso Cantos;AVDA;del Doctor García Tapia;118;Madrid;445005;4473673
1759;Susana Francos  Fernandez;CALLE;de las Vegas;1;Alcorcón;429575;4466743
1760;Maria Jose Garcia Martinez;CALLE;de Santa Virgilia;6;Madrid;445353;4480883
1761;Jose Ignacio Martinez  Baratas;AVDA;de Pío XII;71;Madrid;442741;4479912
1762;Agata Aspichueta Reglero;AVDA;de los Ángeles;9;Getafe;438545;4462361
1763;Juana Mª Albacete Rodriguez;CALLE;del Arroyo Fontarrón;325;Madrid;445789;4471887
1764;Maria Carmen Fernandez Obispo;AVDA;de Pablo Neruda;91;Madrid;443792;4470275
1765;Mª Del Rosario Contreras Corrales;CALLE;del Matadero;3;Alcorcón;429781;4466529
1766;Alejandro Eguilleor Villena;CALLE;de Santa Virgilia;20;Madrid;445733;4480809
1767;Carlos Fernando Marti Noelle;PLAZA;de Raso Nevero;5;Pinto;440757;4454945
1768;Cesar Pablo Lazaro Diaz;CALLE;de Mota del Cuervo;4;Madrid;446163;4479543
1769;Javier Santo Tomas Riera;PLAZA;de Colón;1;Madrid;441366;4475164
1770;Francisca Ayuso Gines;CALLE;Juan Martín;12;Lozoya;433343;4533639
1771;Maria Teresa Diaz Lopez;AVDA;de los Canteros;4;Alpedrete;413266;4501517
1772;Mª Carmen Alegre Muñoz;CALLE;de Aceuchal;1;Madrid;437540;4471553
1773;Julia Escalada  Sanz;CALLE;del Mar de Aral;8;Madrid;445450;4480600
1774;Laura Martinez Casado;CALLE;de Albalate del Arzobispo;1;Madrid;443477;4471062
1775;Maria Castilla Quintanilla;CALLE;de la Tacona;45;Madrid;445572;4472068
1776;Elena Vidal Gonzalez;CALLE;de las Pedroñeras;48;Madrid;446503;4479847
1777;Isabel Lorenza Casillas Zamora;CALLE;de Los Yébenes;22;Madrid;435935;4472066
1778;Pablo De Mora De La Torre;CALLE;el Poeta Blas de Otero;22;Madrid;444579;4474625
1779;Cristina Mora Bello;CALLE;de Joaquín Ibarra;35;Madrid;449752;4478486
1780;Maria Concepcion Escolano Bello;CALLE;de San Mariano;105;Madrid;448358;4476374
1781;Covadonga Melgarejo Nardiz;CALLE;Río Urbión;15;Leganés;434384;4465208
1782;Jose Francisco Velez De Mendoza;CALLE;de Los Yébenes;72;Madrid;436038;4471743
1783;Justina Perez Martin;CALLE;Alcalde Pedro González González;13;Leganés;433236;4463234
1784;Marta Iglesias Arauzo;CALLE;de Torpedero Tucumán;6;Madrid;443003;4479153
1785;Clementina Martinez Lao;CALLE;de Risco de Peloche;13;Madrid;444347;4471670
1786;Mª Amaya Ponce Cintas;CALLE;Madrid;38;Valdetorres de Jarama;456682;4505098
1787;David Estevez Rodriguez;CALLE;de Garrovillas;6;Madrid;433877;4470202
1788;Javier Martin Igualada;CALLE;de la Manzana;14;Getafe;438166;4462219
1789;Nieves Menendez Prieto;CALLE;San Joaquín;11;Majadahonda;426164;4480588
1790;Daniel Sanchez Jimenez;CALLE;Río Duero;41;Leganés;434589;4465236
1791;Catalina Lorente Miñarro;CALLE;de la Ilustración;S/N;Getafe;438067;4462861
1792;Concepcion Saez Hernanz;CALLE;Valdemoro;12;Getafe;437790;4461455
1793;Maria Del Sol Rodriguez Alonso;AVDA;de Moratalaz;92;Madrid;444959;4473077
1794;Emilio Casado De La Sen;AVDA;Chile;S/N;Getafe;437321;4463337
1795;Ana Maria Perez-Prim Saiz;CALLE;de la Hacienda de Pavones;194;Madrid;445603;4472519
1796;Maria Carmen Torres Vinuesa;CALLE;de los Serranillos;19;Getafe;437934;4462654
1797;Pedro Alonso Calleja;PASEO;de los Alemanes;1;Rozas de Madrid, Las;424121;4489483
1798;Jose Antonio Sanchez-Brunete Moreno;CALLE;del Doctor Esquerdo;155;Madrid;443231;4473412
1799;Ana Oliver Sanjuan;AVDA;de Pablo Neruda;4;Madrid;445529;4471537
1800;Elena  Ortiz Castello;AVDA;de la Plaza de Toros;63;Aranjuez;448936;4431036
1801;Ana Mª Minguez De La Cruz;CALLE;de Alagón;11;Madrid;450149;4480163
1803;Cesar Garcia Mascaraque;CALLE;Margarita;10;Leganés;435339;4464320
1804;Maria Pilar Fernandez Arroyo;CALLE;del Atazar;2;Colmenar Viejo;434915;4501848
1805;Pablo Luis Romero Garcia;AVDA;Universidad;13;Leganés;435090;4464650
1806;Mercedes Garciarguelles Alvarez;AVDA;Doctor Martín-Vegue;9;Leganés;435331;4464557
1807;Cayetana Gomez Naranjo;PLAZA;de Cieza;2;Madrid;439649;4481491
1808;Alvaro Sendino Perez;CALLE;Isabel II;9;Parla;434901;4454194
1809;Ana María García Alfonso;CALLE;del Pintor Rosales;2;Getafe;437442;4461493
1810;Jose Ignacio Martinez Mendez;CALLE;del Doctor Barraquer;9;Getafe;438704;4463074
1811;Luis Joaquin Gonzalez Diez;CALLE;del Río Duero;2;Alcorcón;430735;4466221
1812;Jose Manuel Fonseca Garcia;CMNO;de Humanes;14;Móstoles;426745;4463497
1813;Sonia Garcia Aguado;CALLE;del Marqués de la Valdavia;41;Alcobendas;445856;4488199
1814;Rafael Gutierrez Gomez;CALLE;de Jiménez e Iglesias;1;Getafe;438377;4462502
1815;Pilar Gonzalez Arispe;CALLE;de Alcalá;508;Madrid;446904;4476888
1816;Ana Maria Marcos Gomez;CALLE;del Perpetuo Socorro;7;San Sebastián de los Reyes;446631;4488623
1817;Almudena Romero Garcia;CALLE;Granada;3;Getafe;439015;4462442
1819;Laura Castro Zato;CALLE;de Maqueda;136;Madrid;435321;4471068
1820;Raquel Gloria Gutierrez De Vicente;CALLE;de la Fuente de Lima;3;Madrid;433504;4470659
1821;Virtudes Puche Ortin;CALLE;de Maqueda;28;Madrid;434979;4471683
1822;Herederos De Jose Alvarez Rico;CALLE;del Maestro Bretón;19;Getafe;437263;4462484
1823;Nieves Cuenca Gonzalez;CALLE;San Pablo;9;Leganés;435461;4465005
1824;Isabel Rosa Caballero Gomez;AVDA;de España;18;Alcobendas;445601;4488512
1825;Mercedes Pablos Marcos;CALLE;de la Encomienda de Palacios;46;Madrid;445253;4472391
1826;Javier Nuñez-Cacho Baeza;CALLE;de Lillo;0;Madrid;441011;4468184
1827;Mario Cantos Aparicio;CALLE;de Chucuri;6;Madrid;446159;4480500
1829;Jose Antonio Godos Martin;CALLE;de Portugalete;17;Madrid;446147;4475319
1830;Alvaro Gil Tarragato;CALLE;de Torquemada;18;Madrid;445712;4479761
1832;Encarnacion Redruello Gonzalez;CALLE;de Finisterre;17;Madrid;440479;4480999
1833;Paloma Chamorro Pizarro;CALLE;de Sierra Vieja;39;Madrid;446871;4469859
1834;Antonio Rubiales Moreno;CALLE;Tirso de Molina;4;Leganés;435229;4464173
1835;Lourdes Pulido Lopez;AVDA;de Juan Andrés;16;Madrid;438730;4479880
1836;Lourdes Santamaria Gomez;CALLE;Cánovas del Castillo;0;Alcalá de Henares;468999;4481934
1837;Elena Calvo Rojo;RONDA;del Ingenioso Hidalgo;28;Madrid;441536;4483762
1838;Esperanza Alvaro Delgado;AVDA;de Abrantes;57;Madrid;438245;4470288
1839;Susana Paula Salas Dueñas;CALLE;de Valderromán;12;Madrid;438767;4480239
1840;Amaya Eiguren Mijimolle;CALLE;Mallorca;10;Leganés;434153;4464975
1841;Blanca Tapia Fernandez;CALLE;de Bolivia;38;Madrid;442560;4478991
1842;Mª Magdalena Colino Gonzalez;CALLE;Arboleda;23;Getafe;438228;4461854
1843;Pedro Maria Fernandez Gomez;AVDA;de Lisboa;6;Alcorcón;430296;4467208
1844;Rosana Toribio Izquierdo;CALLE;del Arroyo Fontarrón;159;Madrid;445230;4472247
1845;Veronica Fernandez Gonzalez;CALLE;de San Jaime;52;Madrid;446844;4470139
1846;Elena Teresa Matilla Romero;CALLE;Salvador de Madariaga;;Leganés;433675;4463991
1847;Mercedes Heras Peña;CALLE;de Los Yébenes;110;Madrid;436199;4471531
1848;Irene Córdoba Gil;CALLE;del Maestro;4;Leganés;435571;4464247
1849;Alba Clara Lopez Gomez;CALLE;Río Manzanares;9;Alcalá de Henares;469132;4480297
1850;Fausto Gonzalez Chavero;CALLE;de Santa Adela;11;Madrid;444987;4481065
1851;Mª Angeles Julian Viñals;CALLE;de la Hacienda de Pavones;256;Madrid;445837;4472509
1852;Rafael Ignacio Cerrato Rojas;CALLE;de Cervantes;5;Getafe;437435;4461812
1853;Veronica Garcia Garcia;CALLE;de La Alegría de la Huerta;26;Madrid;440943;4467217
1854;Carlos Ruiz Lopez;CALLE;del Tajo;4;Coslada;454279;4475075
1855;Elisa Navarro Garcia;CALLE;Marqués de Alonso Martínez;3;Alcalá de Henares;469626;4481833
1856;Francisco Javier Santos Galindez;AVDA;Virgen del Val;9;Alcalá de Henares;470096;4481420
1857;Luisa Gil Calvo;AVDA;Reyes Magos;10;Alcalá de Henares;468085;4482416
1858;Juan Ramon Fernandez Martin;AVDA;Reyes Católicos;43;Alcalá de Henares;467961;4480432
1859;Marcos De La Vega Castells;CALLE;Federico García Lorca;S/N;Alcalá de Henares;468570;4483737
1860;Ana Peña Morientes;CALLE;de la Infanta Mercedes;79;Madrid;441012;4479222
1861;Mª Jesus Tenorio Castromil;AVDA;de las Ciudades;54;Getafe;438872;4463064
1862;Ramon Cepeda Gonzalez;CALLE;de la Virgen de las Viñas;4;Madrid;448661;4470334
1863;Leticia Santamaria Alegre;CALLE;Goya;2;Alcalá de Henares;469243;4481965
1864;Ana Arana Palenciano;CALLE;de Hinojal;5;Madrid;447958;4475904
1865;Ana Matheo Iglesias;CALLE;Argentina;1;Leganés;434685;4465668
1867;Mª Pilar Huerta Fernandez;CALLE;de la Isla de Arosa;21;Madrid;439319;4481267
1868;Concepcion Moran Lopez;AVDA;de Aragón;16;Getafe;438903;4462528
